estacion,hora,dia_semana,q_cafes_llevar_solo,q_cafes_local_solo,q_cafes_llevar_solo_leche,q_cafes_llevar_solo_otros,q_cafes_local_solo_leche,q_cafes_local_solo_otros,q_cafes_llevar_solo_otros_negro,q_cafes_local_solo_otros_negro
Congreso,5,1,13.0000,12.0000,5.0000,8.0000,2.0000,10.0000,3.0000,7.0000
Amanecer,4,6,14.0000,3.0000,3.0000,11.0000,,3.0000,5.0000,1.0000
Laferrere,18,7,4.0000,15.0000,2.0000,2.0000,,15.0000,,13.0000
Las Heras,16,1,19.0000,26.0000,13.0000,6.0000,6.0000,20.0000,3.0000,24.0000
Alsina,0,4,8.0000,18.0000,7.0000,1.0000,3.0000,15.0000,,15.0000
La Carmela,13,6,3.0000,7.0000,,3.0000,1.0000,6.0000,,7.0000
America,18,1,12.0000,47.0000,8.0000,4.0000,4.0000,43.0000,1.0000,40.0000
Santa Fe,7,3,20.0000,5.0000,9.0000,11.0000,,5.0000,5.0000,4.0000
Gutierrez,18,1,26.0000,29.0000,8.0000,18.0000,6.0000,23.0000,7.0000,18.0000
Santa Rita,14,5,10.0000,58.0000,3.0000,7.0000,5.0000,53.0000,4.0000,52.0000
Olivos,22,1,3.0000,11.0000,2.0000,1.0000,3.0000,8.0000,,11.0000
Dialogos,13,5,7.0000,17.0000,4.0000,3.0000,4.0000,13.0000,,15.0000
Zarate,19,5,10.0000,6.0000,5.0000,5.0000,1.0000,5.0000,,6.0000
Del Tejar,6,7,27.0000,8.0000,18.0000,9.0000,1.0000,7.0000,3.0000,6.0000
Rosario Sur,11,3,3.0000,,,3.0000,,,,
Del Tejar,0,5,11.0000,15.0000,7.0000,4.0000,,15.0000,,14.0000
Pilar,21,5,7.0000,10.0000,4.0000,3.0000,2.0000,8.0000,,8.0000
Centenera,6,6,45.0000,9.0000,25.0000,20.0000,1.0000,8.0000,12.0000,6.0000
Laferrere,19,4,3.0000,18.0000,3.0000,,1.0000,17.0000,,18.0000
Maipu,21,6,6.0000,12.0000,4.0000,2.0000,1.0000,11.0000,,12.0000
La Bandera,21,1,3.0000,26.0000,,3.0000,2.0000,24.0000,,26.0000
Del Tejar,2,5,12.0000,14.0000,5.0000,7.0000,2.0000,12.0000,1.0000,13.0000
Ovidio Lagos,16,7,8.0000,55.0000,2.0000,6.0000,,55.0000,,55.0000
Garay,16,6,15.0000,65.0000,2.0000,13.0000,2.0000,63.0000,4.0000,43.0000
Zarate,18,1,31.0000,3.0000,19.0000,12.0000,2.0000,1.0000,,3.0000
Laferrere,11,7,6.0000,25.0000,1.0000,5.0000,5.0000,20.0000,2.0000,25.0000
Santa Fe,14,1,1.0000,4.0000,1.0000,,,4.0000,,4.0000
America,12,1,15.0000,41.0000,5.0000,10.0000,1.0000,40.0000,3.0000,27.0000
Alsina,5,7,17.0000,21.0000,14.0000,3.0000,6.0000,15.0000,,20.0000
Cabildo,22,7,6.0000,2.0000,3.0000,3.0000,,2.0000,,2.0000
Gutierrez,3,5,19.0000,14.0000,1.0000,18.0000,4.0000,10.0000,,14.0000
Floresta,0,2,7.0000,7.0000,1.0000,6.0000,,7.0000,4.0000,6.0000
Maschwitz,11,3,12.0000,,5.0000,7.0000,,,,
Centenera,5,4,12.0000,5.0000,6.0000,6.0000,1.0000,4.0000,3.0000,3.0000
Villa Luro,2,3,6.0000,8.0000,1.0000,5.0000,,8.0000,2.0000,5.0000
Olivos,23,4,5.0000,11.0000,5.0000,,2.0000,9.0000,,11.0000
La Carmela,12,6,11.0000,7.0000,8.0000,3.0000,,7.0000,,7.0000
Alsina,2,4,6.0000,29.0000,5.0000,1.0000,6.0000,23.0000,,24.0000
Villa Allende,22,7,2.0000,11.0000,,2.0000,,11.0000,,8.0000
Zarate Brazo Largo,22,5,5.0000,6.0000,2.0000,3.0000,,6.0000,2.0000,3.0000
Trelles,15,1,3.0000,13.0000,2.0000,1.0000,1.0000,12.0000,1.0000,7.0000
Las Heras,13,7,16.0000,10.0000,10.0000,6.0000,3.0000,7.0000,2.0000,10.0000
Alberdi,21,6,1.0000,,1.0000,,,,,
America,1,3,10.0000,18.0000,6.0000,4.0000,2.0000,16.0000,,13.0000
Floresta,17,3,9.0000,22.0000,3.0000,6.0000,4.0000,18.0000,2.0000,21.0000
Luis Viale,7,1,15.0000,10.0000,8.0000,7.0000,,10.0000,2.0000,2.0000
Boulevard,0,3,6.0000,5.0000,5.0000,1.0000,2.0000,3.0000,1.0000,5.0000
Ovidio Lagos,1,7,17.0000,36.0000,2.0000,15.0000,2.0000,34.0000,,36.0000
Florencio Varela,0,1,11.0000,43.0000,5.0000,6.0000,7.0000,36.0000,5.0000,43.0000
Garay,23,2,8.0000,41.0000,4.0000,4.0000,1.0000,40.0000,,33.0000
La Carmela,0,5,2.0000,8.0000,,2.0000,1.0000,7.0000,,8.0000
Alberdi,8,3,4.0000,,2.0000,2.0000,,,,
Luis Viale,20,2,4.0000,23.0000,2.0000,2.0000,1.0000,22.0000,1.0000,14.0000
El Arco,1,4,12.0000,9.0000,3.0000,9.0000,,9.0000,6.0000,5.0000
Del Tejar,23,7,12.0000,34.0000,10.0000,2.0000,3.0000,31.0000,,25.0000
Centenera,5,6,12.0000,2.0000,6.0000,6.0000,,2.0000,4.0000,
Santa Rita,23,4,3.0000,5.0000,1.0000,2.0000,3.0000,2.0000,2.0000,5.0000
Quilmes,3,6,1.0000,4.0000,,1.0000,1.0000,3.0000,,4.0000
San Isidro,22,3,2.0000,12.0000,,2.0000,2.0000,10.0000,1.0000,10.0000
Santa Rita,0,6,7.0000,15.0000,3.0000,4.0000,4.0000,11.0000,,14.0000
Parque Sarmiento,4,4,,3.0000,,,1.0000,2.0000,,3.0000
Fisherton,21,5,3.0000,27.0000,,3.0000,,27.0000,1.0000,27.0000
Las Heras,22,4,4.0000,11.0000,1.0000,3.0000,,11.0000,2.0000,11.0000
Florencio Varela,0,5,12.0000,17.0000,1.0000,11.0000,6.0000,11.0000,10.0000,17.0000
Zarate,15,5,6.0000,3.0000,2.0000,4.0000,,3.0000,2.0000,3.0000
Zarate,18,3,14.0000,7.0000,7.0000,7.0000,,7.0000,,7.0000
Maschwitz,3,7,5.0000,,4.0000,1.0000,,,,
Santa Fe,10,3,17.0000,13.0000,8.0000,9.0000,2.0000,11.0000,4.0000,12.0000
Los Incas,17,1,6.0000,,2.0000,4.0000,,,,
America,21,4,2.0000,15.0000,1.0000,1.0000,,15.0000,,11.0000
Boulevard,3,3,2.0000,2.0000,1.0000,1.0000,,2.0000,1.0000,1.0000
La Bandera,1,4,1.0000,5.0000,1.0000,,,5.0000,,5.0000
Rivadavia,14,6,2.0000,,,2.0000,,,,
Olivos,23,3,4.0000,17.0000,3.0000,1.0000,4.0000,13.0000,,17.0000
Maschwitz,13,7,6.0000,,3.0000,3.0000,,,,
Emilio Castro,22,4,3.0000,7.0000,1.0000,2.0000,4.0000,3.0000,,7.0000
Laferrere,22,4,6.0000,4.0000,4.0000,2.0000,1.0000,3.0000,,3.0000
Las Heras,1,2,13.0000,12.0000,4.0000,9.0000,,12.0000,,12.0000
CORS EVENTOS,0,3,1.0000,,,1.0000,,,,
Bulnes,8,1,3.0000,2.0000,2.0000,1.0000,,2.0000,,2.0000
Emilio Castro,23,6,6.0000,4.0000,3.0000,3.0000,,4.0000,2.0000,2.0000
CORS EVENTOS,13,3,2.0000,,,2.0000,,,,
Centenera,15,7,5.0000,7.0000,2.0000,3.0000,,7.0000,1.0000,5.0000
Emilio Castro,6,1,11.0000,2.0000,5.0000,6.0000,,2.0000,2.0000,1.0000
Santa Fe,13,7,1.0000,5.0000,,1.0000,2.0000,3.0000,,5.0000
Laferrere,22,7,4.0000,9.0000,2.0000,2.0000,2.0000,7.0000,,9.0000
Alberdi,4,7,3.0000,,2.0000,1.0000,,,,
Garay,1,4,5.0000,10.0000,2.0000,3.0000,5.0000,5.0000,,9.0000
Zarate Brazo Largo,2,3,2.0000,1.0000,,2.0000,,1.0000,,
Zarate,14,6,6.0000,2.0000,5.0000,1.0000,,2.0000,,2.0000
Pilar,13,7,5.0000,14.0000,1.0000,4.0000,1.0000,13.0000,,12.0000
Ovidio Lagos,5,6,8.0000,13.0000,2.0000,6.0000,,13.0000,,12.0000
Santa Fe,17,5,2.0000,9.0000,,2.0000,,9.0000,2.0000,7.0000
OPERADOR LOGISTICO 2,15,3,,108.0000,,,,108.0000,,108.0000
CORS EVENTOS,11,4,1.0000,,,1.0000,,,,
Rosario Sur,22,6,7.0000,,1.0000,6.0000,,,,
OPERADOR LOGISTICO 2,8,3,,12.0000,,,,12.0000,,12.0000
Villa Allende,6,5,4.0000,25.0000,,4.0000,,25.0000,,18.0000
Rosario Sur,19,6,3.0000,,2.0000,1.0000,,,,
Rivadavia,14,3,1.0000,,,1.0000,,,,
Cabildo,1,5,4.0000,9.0000,3.0000,1.0000,2.0000,7.0000,,9.0000
CORS EVENTOS,13,4,4.0000,,,4.0000,,,,
Amanecer,4,2,13.0000,2.0000,1.0000,12.0000,1.0000,1.0000,3.0000,2.0000
Centenera,5,7,11.0000,3.0000,6.0000,5.0000,1.0000,2.0000,2.0000,3.0000
Emilio Castro,1,3,4.0000,3.0000,2.0000,2.0000,2.0000,1.0000,2.0000,3.0000
Rosario Sur,23,6,1.0000,,,1.0000,,,,
Los Incas,1,2,6.0000,1.0000,1.0000,5.0000,,1.0000,,1.0000
Alberdi,4,3,1.0000,,,1.0000,,,,
Zarate,14,1,2.0000,3.0000,,2.0000,,3.0000,,3.0000
Zarate,0,7,6.0000,5.0000,4.0000,2.0000,,5.0000,,5.0000
Maschwitz,4,6,6.0000,,1.0000,5.0000,,,,
Rivadavia,4,2,1.0000,,1.0000,,,,,
Santa Fe,21,4,,1.0000,,,,1.0000,,
Santa Fe,21,7,,5.0000,,,3.0000,2.0000,,3.0000
Cabildo,22,5,4.0000,3.0000,3.0000,1.0000,,3.0000,,3.0000
Los Incas,22,3,2.0000,,,2.0000,,,,
Cabildo,18,7,2.0000,5.0000,2.0000,,,5.0000,,5.0000
Los Incas,2,4,4.0000,,1.0000,3.0000,,,,
OPERADOR LOGISTICO 2,7,1,,42.0000,,,,42.0000,,42.0000
Alberdi,3,1,2.0000,,,2.0000,,,,
CORS EVENTOS,20,4,1.0000,,,1.0000,,,,
Maschwitz,21,2,1.0000,,1.0000,,,,,
Rosario Sur,14,6,3.0000,,1.0000,2.0000,,,,
CORS EVENTOS,18,1,2.0000,,,2.0000,,,,
Alberdi,12,7,1.0000,,1.0000,,,,,
Alberdi,23,3,2.0000,,,2.0000,,,,
Arroyo Seco,2,5,77.0000,35.0000,36.0000,41.0000,5.0000,30.0000,20.0000,24.0000
Parque Sarmiento,10,5,32.0000,98.0000,17.0000,15.0000,13.0000,85.0000,6.0000,79.0000
Parque Sarmiento,0,5,5.0000,13.0000,2.0000,3.0000,,13.0000,1.0000,11.0000
El Club,5,2,19.0000,11.0000,10.0000,9.0000,1.0000,10.0000,,10.0000
El Arco,13,6,4.0000,34.0000,1.0000,3.0000,,34.0000,2.0000,28.0000
Zarate,16,3,11.0000,1.0000,6.0000,5.0000,,1.0000,,1.0000
Emilio Castro,7,3,62.0000,16.0000,44.0000,18.0000,,16.0000,5.0000,16.0000
Gral Paz Capital,0,1,37.0000,86.0000,16.0000,21.0000,10.0000,76.0000,13.0000,73.0000
Villa Luro,9,4,73.0000,66.0000,39.0000,34.0000,11.0000,55.0000,12.0000,49.0000
Maschwitz,5,5,11.0000,,8.0000,3.0000,,,,
AUBASA BA-LP,16,1,61.0000,33.0000,17.0000,44.0000,3.0000,30.0000,16.0000,24.0000
Dialogos,15,3,15.0000,21.0000,14.0000,1.0000,8.0000,13.0000,,17.0000
El Club,3,1,19.0000,31.0000,8.0000,11.0000,6.0000,25.0000,1.0000,28.0000
Luis Viale,17,3,22.0000,72.0000,9.0000,13.0000,2.0000,70.0000,7.0000,28.0000
Amanecer,11,6,29.0000,56.0000,16.0000,13.0000,2.0000,54.0000,4.0000,52.0000
Santa Rita,10,4,29.0000,66.0000,12.0000,17.0000,10.0000,56.0000,6.0000,55.0000
Ovidio Lagos,8,6,41.0000,64.0000,11.0000,30.0000,3.0000,61.0000,,63.0000
Pilar,4,3,13.0000,8.0000,4.0000,9.0000,1.0000,7.0000,3.0000,7.0000
La Bandera,21,5,3.0000,17.0000,1.0000,2.0000,2.0000,15.0000,1.0000,17.0000
Las Heras,17,7,30.0000,32.0000,11.0000,19.0000,2.0000,30.0000,9.0000,32.0000
Villa Allende,10,4,13.0000,58.0000,1.0000,12.0000,1.0000,57.0000,3.0000,51.0000
La Carmela,7,3,49.0000,12.0000,29.0000,20.0000,3.0000,9.0000,,12.0000
Gral Paz Provincia,16,2,45.0000,71.0000,14.0000,31.0000,5.0000,66.0000,7.0000,54.0000
AUBASA BA-LP,7,6,143.0000,64.0000,65.0000,78.0000,11.0000,53.0000,31.0000,43.0000
AUBASA BA-LP,17,5,80.0000,65.0000,26.0000,54.0000,5.0000,60.0000,18.0000,44.0000
Parque Sarmiento,7,6,40.0000,58.0000,21.0000,19.0000,5.0000,53.0000,7.0000,48.0000
Gral Paz Capital,16,5,40.0000,87.0000,15.0000,25.0000,9.0000,78.0000,5.0000,73.0000
La Bandera,13,2,21.0000,123.0000,8.0000,13.0000,2.0000,121.0000,12.0000,123.0000
Ovidio Lagos,18,4,13.0000,76.0000,1.0000,12.0000,,76.0000,,76.0000
Gral Paz Provincia,6,6,144.0000,57.0000,73.0000,71.0000,14.0000,43.0000,16.0000,42.0000
Zarate,13,3,12.0000,4.0000,4.0000,8.0000,,4.0000,,4.0000
El Club,14,5,51.0000,154.0000,17.0000,34.0000,15.0000,139.0000,4.0000,117.0000
El Club,4,2,9.0000,13.0000,5.0000,4.0000,2.0000,11.0000,,11.0000
Del Tejar,6,3,35.0000,65.0000,22.0000,13.0000,5.0000,60.0000,5.0000,60.0000
AUBASA LP-BA,4,4,52.0000,,19.0000,33.0000,,,19.0000,
America,12,7,9.0000,52.0000,3.0000,6.0000,6.0000,46.0000,2.0000,36.0000
Santa Rita,0,2,12.0000,21.0000,10.0000,2.0000,12.0000,9.0000,1.0000,17.0000
Quilmes,23,1,10.0000,20.0000,2.0000,8.0000,4.0000,16.0000,1.0000,19.0000
Dialogos,11,4,11.0000,35.0000,9.0000,2.0000,7.0000,28.0000,1.0000,27.0000
CORS Alem,10,5,89.0000,,43.0000,46.0000,,,5.0000,
Arroyo Seco,16,1,374.0000,239.0000,172.0000,202.0000,36.0000,203.0000,73.0000,183.0000
AUBASA BA-LP,9,4,174.0000,66.0000,67.0000,107.0000,10.0000,56.0000,32.0000,49.0000
Parque Sarmiento,14,2,19.0000,57.0000,4.0000,15.0000,7.0000,50.0000,4.0000,43.0000
Olivos,14,3,13.0000,33.0000,13.0000,,9.0000,24.0000,,27.0000
El Arco,9,2,30.0000,78.0000,16.0000,14.0000,9.0000,69.0000,6.0000,53.0000
AUBASA BA-LP,18,5,83.0000,35.0000,33.0000,50.0000,11.0000,24.0000,13.0000,31.0000
El Club,18,3,73.0000,103.0000,31.0000,42.0000,16.0000,87.0000,1.0000,92.0000
Arroyo Seco,18,3,174.0000,104.0000,86.0000,88.0000,17.0000,87.0000,30.0000,89.0000
Las Heras,21,7,6.0000,17.0000,3.0000,3.0000,5.0000,12.0000,3.0000,17.0000
Olivos,12,1,12.0000,41.0000,11.0000,1.0000,10.0000,31.0000,,38.0000
AUBASA LP-BA,6,6,127.0000,9.0000,69.0000,58.0000,3.0000,6.0000,15.0000,8.0000
Gral Paz Provincia,19,7,36.0000,71.0000,11.0000,25.0000,7.0000,64.0000,4.0000,53.0000
Villa Luro,4,6,11.0000,12.0000,6.0000,5.0000,2.0000,10.0000,2.0000,7.0000
La Bandera,8,6,43.0000,130.0000,22.0000,21.0000,36.0000,94.0000,20.0000,130.0000
Bonpland,10,2,64.0000,112.0000,21.0000,43.0000,18.0000,94.0000,9.0000,87.0000
America,17,3,11.0000,71.0000,4.0000,7.0000,6.0000,65.0000,1.0000,45.0000
Dialogos,6,4,24.0000,15.0000,18.0000,6.0000,5.0000,10.0000,2.0000,14.0000
Villa Luro,2,5,3.0000,24.0000,,3.0000,5.0000,19.0000,1.0000,20.0000
Lima,17,7,159.0000,207.0000,56.0000,103.0000,20.0000,187.0000,49.0000,143.0000
El Arco,11,3,12.0000,83.0000,7.0000,5.0000,5.0000,78.0000,3.0000,74.0000
Alvear,5,5,45.0000,74.0000,19.0000,26.0000,29.0000,45.0000,16.0000,57.0000
Las Heras,7,5,60.0000,37.0000,27.0000,33.0000,2.0000,35.0000,16.0000,34.0000
Garay,2,6,12.0000,12.0000,3.0000,9.0000,3.0000,9.0000,3.0000,9.0000
Zarate,8,2,46.0000,7.0000,29.0000,17.0000,2.0000,5.0000,1.0000,7.0000
Gral Paz Provincia,7,2,226.0000,110.0000,125.0000,101.0000,10.0000,100.0000,16.0000,94.0000
Bonpland,13,6,28.0000,49.0000,13.0000,15.0000,10.0000,39.0000,3.0000,39.0000
Lima,4,3,74.0000,11.0000,29.0000,45.0000,1.0000,10.0000,21.0000,6.0000
Buen Ayre,11,1,95.0000,50.0000,48.0000,47.0000,13.0000,37.0000,13.0000,40.0000
Bonpland,11,7,45.0000,60.0000,16.0000,29.0000,7.0000,53.0000,3.0000,42.0000
Villa Allende,13,3,5.0000,47.0000,,5.0000,1.0000,46.0000,1.0000,40.0000
El Club,17,5,48.0000,139.0000,21.0000,27.0000,22.0000,117.0000,2.0000,118.0000
Buen Ayre,22,3,9.0000,36.0000,2.0000,7.0000,1.0000,35.0000,2.0000,13.0000
La Bandera,9,4,40.0000,187.0000,16.0000,24.0000,29.0000,158.0000,22.0000,187.0000
La Carmela,13,7,12.0000,6.0000,,12.0000,2.0000,4.0000,,6.0000
Florencio Varela,17,2,19.0000,33.0000,13.0000,6.0000,7.0000,26.0000,,33.0000
Pilar,7,2,46.0000,27.0000,29.0000,17.0000,11.0000,16.0000,1.0000,22.0000
Gutierrez,12,3,12.0000,37.0000,6.0000,6.0000,1.0000,36.0000,2.0000,28.0000
Dialogos,15,4,10.0000,39.0000,7.0000,3.0000,8.0000,31.0000,1.0000,33.0000
Gutierrez,15,2,14.0000,69.0000,8.0000,6.0000,8.0000,61.0000,5.0000,58.0000
AUBASA LP-BA,13,4,71.0000,58.0000,23.0000,48.0000,2.0000,56.0000,9.0000,34.0000
Fisherton,19,5,12.0000,118.0000,2.0000,10.0000,,118.0000,6.0000,116.0000
Amanecer,14,2,17.0000,54.0000,12.0000,5.0000,2.0000,52.0000,2.0000,48.0000
Olivos,7,6,91.0000,35.0000,54.0000,37.0000,9.0000,26.0000,3.0000,34.0000
La Carmela,7,7,46.0000,32.0000,26.0000,20.0000,4.0000,28.0000,,32.0000
Alvear,13,4,30.0000,121.0000,4.0000,26.0000,10.0000,111.0000,6.0000,94.0000
Florencio Varela,9,6,54.0000,52.0000,31.0000,23.0000,8.0000,44.0000,7.0000,45.0000
Zarate,23,6,11.0000,8.0000,3.0000,8.0000,,8.0000,,8.0000
Alvear,12,5,36.0000,129.0000,10.0000,26.0000,21.0000,108.0000,8.0000,97.0000
America,9,1,26.0000,18.0000,7.0000,19.0000,5.0000,13.0000,9.0000,15.0000
Amanecer,10,5,25.0000,65.0000,9.0000,16.0000,10.0000,55.0000,9.0000,57.0000
Arroyo Seco,14,6,159.0000,199.0000,85.0000,74.0000,29.0000,170.0000,27.0000,144.0000
Alvear,15,4,45.0000,165.0000,15.0000,30.0000,12.0000,153.0000,6.0000,123.0000
El Arco,9,4,15.0000,121.0000,6.0000,9.0000,7.0000,114.0000,6.0000,87.0000
Gral Paz Capital,9,3,127.0000,136.0000,61.0000,66.0000,13.0000,123.0000,11.0000,106.0000
Alvear,22,6,13.0000,58.0000,4.0000,9.0000,2.0000,56.0000,3.0000,43.0000
La Carmela,9,3,29.0000,12.0000,15.0000,14.0000,2.0000,10.0000,,12.0000
Gral Paz Provincia,18,3,45.0000,66.0000,21.0000,24.0000,3.0000,63.0000,8.0000,51.0000
Luis Viale,5,5,14.0000,25.0000,3.0000,11.0000,6.0000,19.0000,1.0000,19.0000
Congreso,16,7,32.0000,43.0000,14.0000,18.0000,3.0000,40.0000,3.0000,36.0000
Ovidio Lagos,21,5,,15.0000,,,,15.0000,,15.0000
Arroyo Seco,18,2,222.0000,113.0000,114.0000,108.0000,32.0000,81.0000,50.0000,92.0000
Lima,13,3,81.0000,63.0000,31.0000,50.0000,1.0000,62.0000,17.0000,41.0000
Arroyo Seco,9,5,301.0000,156.0000,169.0000,132.0000,36.0000,120.0000,44.0000,126.0000
Congreso,10,6,31.0000,82.0000,16.0000,15.0000,8.0000,74.0000,1.0000,72.0000
Luis Viale,14,2,9.0000,40.0000,1.0000,8.0000,1.0000,39.0000,1.0000,21.0000
Gral Paz Provincia,6,4,138.0000,68.0000,71.0000,67.0000,11.0000,57.0000,18.0000,51.0000
Santa Rita,8,5,33.0000,44.0000,12.0000,21.0000,16.0000,28.0000,8.0000,37.0000
Villa Allende,9,2,43.0000,56.0000,10.0000,33.0000,3.0000,53.0000,16.0000,44.0000
Pilar,16,6,17.0000,34.0000,12.0000,5.0000,3.0000,31.0000,,31.0000
Ovidio Lagos,20,1,9.0000,75.0000,,9.0000,2.0000,73.0000,,74.0000
Gral Paz Provincia,7,6,212.0000,94.0000,117.0000,95.0000,11.0000,83.0000,8.0000,80.0000
Bulnes,14,7,3.0000,9.0000,,3.0000,,9.0000,,4.0000
Alsina,21,7,9.0000,81.0000,2.0000,7.0000,2.0000,79.0000,1.0000,45.0000
Luis Viale,12,2,8.0000,52.0000,2.0000,6.0000,3.0000,49.0000,2.0000,34.0000
Alsina,0,5,8.0000,23.0000,8.0000,,6.0000,17.0000,,22.0000
San Isidro,17,1,14.0000,29.0000,7.0000,7.0000,3.0000,26.0000,2.0000,24.0000
Arroyo Seco,17,3,200.0000,144.0000,96.0000,104.0000,33.0000,111.0000,41.0000,121.0000
Ovidio Lagos,0,7,5.0000,48.0000,,5.0000,2.0000,46.0000,,48.0000
El Club,0,3,14.0000,52.0000,4.0000,10.0000,2.0000,50.0000,,43.0000
Boulevard,13,4,4.0000,61.0000,,4.0000,3.0000,58.0000,2.0000,52.0000
Gutierrez,15,3,9.0000,48.0000,5.0000,4.0000,4.0000,44.0000,2.0000,35.0000
Lima,13,2,57.0000,58.0000,12.0000,45.0000,5.0000,53.0000,18.0000,40.0000
Lima,21,5,42.0000,34.0000,11.0000,31.0000,7.0000,27.0000,12.0000,20.0000
Lima,5,7,106.0000,20.0000,37.0000,69.0000,6.0000,14.0000,37.0000,20.0000
Pilar,8,6,68.0000,33.0000,51.0000,17.0000,5.0000,28.0000,3.0000,32.0000
Maipu,18,5,19.0000,60.0000,14.0000,5.0000,6.0000,54.0000,,60.0000
Bonpland,22,2,15.0000,38.0000,5.0000,10.0000,4.0000,34.0000,6.0000,25.0000
Garay,18,6,17.0000,46.0000,6.0000,11.0000,4.0000,42.0000,5.0000,23.0000
Gral Paz Capital,15,3,34.0000,119.0000,14.0000,20.0000,4.0000,115.0000,3.0000,95.0000
Parque Sarmiento,5,3,12.0000,35.0000,4.0000,8.0000,,35.0000,3.0000,34.0000
CORS Alem,7,6,203.0000,,114.0000,89.0000,,,11.0000,
Bonpland,7,6,94.0000,70.0000,26.0000,68.0000,10.0000,60.0000,17.0000,52.0000
Alvear,8,7,105.0000,80.0000,60.0000,45.0000,24.0000,56.0000,10.0000,67.0000
Los Incas,9,2,37.0000,4.0000,22.0000,15.0000,,4.0000,,3.0000
Santa Rita,18,6,15.0000,73.0000,7.0000,8.0000,9.0000,64.0000,5.0000,66.0000
Floresta,16,5,15.0000,15.0000,7.0000,8.0000,1.0000,14.0000,1.0000,12.0000
AUBASA BA-LP,17,7,63.0000,36.0000,22.0000,41.0000,7.0000,29.0000,13.0000,32.0000
Bonpland,15,7,21.0000,37.0000,6.0000,15.0000,9.0000,28.0000,3.0000,25.0000
Santa Fe,19,3,15.0000,,5.0000,10.0000,,,3.0000,
Parque Sarmiento,9,7,40.0000,33.0000,19.0000,21.0000,3.0000,30.0000,7.0000,24.0000
Luis Viale,20,3,8.0000,32.0000,2.0000,6.0000,3.0000,29.0000,1.0000,22.0000
El Arco,15,7,4.0000,30.0000,1.0000,3.0000,3.0000,27.0000,3.0000,29.0000
Floresta,13,4,6.0000,20.0000,,6.0000,3.0000,17.0000,2.0000,18.0000
Maipu,6,6,9.0000,26.0000,8.0000,1.0000,9.0000,17.0000,,26.0000
Trelles,22,7,11.0000,14.0000,2.0000,9.0000,2.0000,12.0000,4.0000,8.0000
El Club,19,6,29.0000,64.0000,13.0000,16.0000,12.0000,52.0000,2.0000,47.0000
Buen Ayre,13,2,47.0000,102.0000,15.0000,32.0000,5.0000,97.0000,13.0000,67.0000
Florencio Varela,15,2,16.0000,35.0000,5.0000,11.0000,9.0000,26.0000,1.0000,35.0000
Bulnes,8,5,42.0000,41.0000,8.0000,34.0000,3.0000,38.0000,5.0000,38.0000
Florencio Varela,6,2,23.0000,21.0000,15.0000,8.0000,7.0000,14.0000,1.0000,17.0000
Amanecer,11,4,16.0000,49.0000,5.0000,11.0000,7.0000,42.0000,2.0000,48.0000
Garay,17,7,15.0000,47.0000,9.0000,6.0000,4.0000,43.0000,2.0000,31.0000
Santa Rita,13,2,12.0000,40.0000,6.0000,6.0000,7.0000,33.0000,2.0000,32.0000
Fisherton,3,1,33.0000,61.0000,13.0000,20.0000,8.0000,53.0000,12.0000,46.0000
Congreso,13,2,11.0000,48.0000,6.0000,5.0000,3.0000,45.0000,3.0000,41.0000
Del Tejar,3,1,15.0000,20.0000,14.0000,1.0000,5.0000,15.0000,,19.0000
Buen Ayre,5,7,78.0000,15.0000,32.0000,46.0000,3.0000,12.0000,15.0000,12.0000
Zarate Brazo Largo,19,6,45.0000,22.0000,14.0000,31.0000,2.0000,20.0000,15.0000,15.0000
Zarate,7,5,56.0000,4.0000,43.0000,13.0000,1.0000,3.0000,,4.0000
San Isidro,18,1,21.0000,28.0000,10.0000,11.0000,6.0000,22.0000,6.0000,21.0000
El Arco,18,1,15.0000,31.0000,8.0000,7.0000,1.0000,30.0000,4.0000,23.0000
El Arco,10,4,28.0000,77.0000,16.0000,12.0000,7.0000,70.0000,6.0000,63.0000
Floresta,18,3,8.0000,29.0000,1.0000,7.0000,,29.0000,3.0000,27.0000
AUBASA BA-LP,0,4,23.0000,18.0000,2.0000,21.0000,5.0000,13.0000,6.0000,10.0000
Del Tejar,14,7,9.0000,43.0000,6.0000,3.0000,10.0000,33.0000,,42.0000
El Arco,0,6,9.0000,35.0000,2.0000,7.0000,2.0000,33.0000,1.0000,28.0000
Bulnes,20,5,1.0000,16.0000,,1.0000,1.0000,15.0000,1.0000,14.0000
Santa Rita,7,2,49.0000,24.0000,26.0000,23.0000,12.0000,12.0000,11.0000,23.0000
Alvear,4,1,46.0000,41.0000,30.0000,16.0000,6.0000,35.0000,5.0000,33.0000
Parque Sarmiento,10,7,34.0000,27.0000,21.0000,13.0000,5.0000,22.0000,5.0000,21.0000
Villa Luro,17,3,44.0000,71.0000,22.0000,22.0000,8.0000,63.0000,5.0000,51.0000
Boulevard,15,7,9.0000,61.0000,,9.0000,,61.0000,3.0000,55.0000
Luis Viale,10,1,22.0000,51.0000,7.0000,15.0000,,51.0000,4.0000,36.0000
El Club,21,1,13.0000,42.0000,9.0000,4.0000,7.0000,35.0000,,39.0000
Laferrere,3,7,18.0000,18.0000,3.0000,15.0000,7.0000,11.0000,11.0000,18.0000
El Club,14,2,53.0000,162.0000,10.0000,43.0000,14.0000,148.0000,6.0000,140.0000
Gutierrez,19,6,12.0000,14.0000,8.0000,4.0000,4.0000,10.0000,1.0000,10.0000
