estacion,hora,dia_semana,q_cafes_llevar_mas_1
San Isidro,22,1,2.0000
La Bandera,7,1,12.0000
Trelles,16,1,9.0000
Laferrere,20,6,4.0000
Santa Fe,16,3,8.0000
Pilar,4,6,29.0000
Zarate,17,6,33.0000
Ovidio Lagos,23,2,2.0000
Boulevard,4,4,8.0000
Floresta,22,3,5.0000
San Isidro,21,2,
Emilio Castro,6,7,22.0000
El Arco,16,1,29.0000
OPERADOR LOGISTICO,20,3,
America,4,4,9.0000
Olivos,11,2,14.0000
Lima,2,3,57.0000
Congreso,20,4,4.0000
Ovidio Lagos,12,7,6.0000
Olivos,12,7,6.0000
Garay,6,2,55.0000
OPERADOR LOGISTICO 2,21,1,
Villa Allende,6,2,9.0000
Cabildo,0,5,4.0000
Buen Ayre,23,3,26.0000
Alsina,17,1,7.0000
Santa Fe,16,7,12.0000
Maipu,18,1,6.0000
Villa Allende,5,4,2.0000
Bonpland,23,3,8.0000
Los Incas,7,6,50.0000
Pilar,19,5,12.0000
Dialogos,13,2,4.0000
Floresta,14,2,8.0000
Zarate,16,7,19.0000
Emilio Castro,19,7,14.0000
OPERADOR LOGISTICO,17,5,
Villa Luro,1,4,6.0000
AUBASA LP-BA,3,3,25.0000
Floresta,20,7,8.0000
Alsina,4,2,4.0000
Floresta,15,6,8.0000
Olivos,20,7,2.0000
Del Tejar,5,6,7.0000
Floresta,11,3,8.0000
Pilar,4,7,26.0000
OPERADOR LOGISTICO,15,2,
Rivadavia,7,2,8.0000
Santa Rita,20,2,
Cabildo,15,6,6.0000
Maschwitz,7,3,27.0000
OPERADOR LOGISTICO 2,8,6,
Olivos,20,3,8.0000
Trelles,21,5,2.0000
Congreso,22,2,2.0000
Zarate,3,3,6.0000
Pilar,0,5,8.0000
Las Heras,1,4,18.0000
Santa Fe,20,1,5.0000
Maipu,15,7,3.0000
Pilar,2,1,10.0000
Luis Viale,21,5,6.0000
Centenera,0,5,2.0000
Centenera,20,1,6.0000
Fisherton,1,3,2.0000
Zarate,3,4,2.0000
Florencio Varela,2,6,12.0000
Floresta,10,2,10.0000
Los Incas,11,3,14.0000
America,2,5,3.0000
Florencio Varela,13,4,19.0000
Olivos,2,5,7.0000
Rosario Sur,5,1,10.0000
Pilar,21,4,7.0000
Boulevard,21,2,2.0000
Fisherton,3,6,5.0000
Luis Viale,1,7,17.0000
Trelles,2,2,2.0000
Alsina,16,2,8.0000
Parque Sarmiento,21,6,3.0000
Los Incas,11,4,18.0000
Alberdi,10,7,14.0000
Congreso,5,3,16.0000
Zarate,2,1,34.0000
Santa Fe,17,7,10.0000
Parque Sarmiento,5,1,16.0000
Zarate,4,3,6.0000
Laferrere,20,7,4.0000
Zarate,12,5,11.0000
Alsina,14,6,4.0000
Congreso,4,7,19.0000
Zarate,22,5,10.0000
Laferrere,13,5,4.0000
Centenera,5,1,8.0000
Boulevard,2,5,2.0000
Pilar,0,4,5.0000
Santa Fe,15,7,6.0000
Trelles,23,7,4.0000
Boulevard,23,6,7.0000
Maschwitz,7,4,16.0000
Florencio Varela,13,2,11.0000
Maipu,13,4,6.0000
Villa Allende,2,6,
La Bandera,21,4,2.0000
Congreso,21,2,6.0000
Parque Sarmiento,22,3,4.0000
Amanecer,2,2,8.0000
La Carmela,23,4,17.0000
Emilio Castro,21,4,4.0000
OPERADOR LOGISTICO,8,6,
Rosario Sur,20,3,2.0000
Dialogos,4,2,3.0000
Floresta,1,3,2.0000
Santa Fe,13,3,4.0000
Villa Luro,3,4,10.0000
Las Heras,4,2,8.0000
Alberdi,11,6,11.0000
Maschwitz,6,6,16.0000
Maschwitz,3,1,8.0000
Maipu,7,3,4.0000
America,5,7,11.0000
Los Incas,12,2,2.0000
Quilmes,2,5,4.0000
Rosario Sur,6,4,5.0000
La Bandera,3,5,
Los Incas,6,3,6.0000
Los Incas,12,6,5.0000
Cabildo,18,4,6.0000
Maschwitz,6,1,20.0000
La Bandera,23,5,
Alsina,4,7,8.0000
Trelles,12,3,10.0000
Santa Rita,3,6,10.0000
Las Heras,21,2,
Bulnes,15,7,
Congreso,4,1,4.0000
La Bandera,22,6,
La Bandera,2,5,
Amanecer,21,6,6.0000
Parque Sarmiento,22,5,4.0000
Maipu,20,5,
Garay,1,3,6.0000
Trelles,1,5,9.0000
Del Tejar,22,6,2.0000
Dialogos,4,6,6.0000
Emilio Castro,3,2,4.0000
Maschwitz,22,1,2.0000
Congreso,21,5,4.0000
Luis Viale,22,2,7.0000
Emilio Castro,22,3,6.0000
Cabildo,3,7,4.0000
CORS EVENTOS,13,7,2.0000
Amanecer,3,4,2.0000
Alberdi,3,6,4.0000
Maschwitz,23,6,2.0000
Rosario Sur,0,6,2.0000
Maipu,2,2,12.0000
Rosario Sur,10,4,9.0000
Alberdi,19,5,6.0000
Los Incas,4,1,6.0000
Cabildo,22,2,4.0000
La Carmela,21,4,2.0000
CORS EVENTOS,20,7,3.0000
Cabildo,15,1,2.0000
Cabildo,22,6,
Alberdi,18,1,7.0000
Trelles,23,5,6.0000
Centenera,21,4,
Cabildo,7,7,11.0000
Floresta,23,5,3.0000
Alberdi,20,7,6.0000
Cabildo,1,1,6.0000
Rivadavia,9,6,2.0000
Villa Allende,22,4,2.0000
Rivadavia,6,5,4.0000
OPERADOR LOGISTICO,13,2,
Los Incas,4,7,3.0000
Centenera,0,3,4.0000
Garay,4,5,2.0000
Rosario Sur,6,3,7.0000
Floresta,2,5,2.0000
Rosario Sur,15,4,2.0000
Zarate,20,2,6.0000
OPERADOR LOGISTICO,1,7,
Rosario Sur,14,5,4.0000
OPERADOR LOGISTICO 2,12,1,
Cabildo,22,1,
OPERADOR LOGISTICO,8,4,
Santa Rita,7,6,41.0000
Lima,7,3,558.0000
AUBASA BA-LP,8,4,331.0000
Villa Allende,12,6,23.0000
America,17,5,31.0000
El Arco,8,4,81.0000
Santa Rita,7,4,32.0000
Del Tejar,18,1,13.0000
AUBASA LP-BA,4,6,44.0000
Lima,6,2,440.0000
Zarate Brazo Largo,8,1,177.0000
AUBASA LP-BA,3,6,49.0000
Garay,0,6,2.0000
Zarate,1,3,6.0000
Lima,15,5,290.0000
Congreso,12,6,15.0000
Del Tejar,18,3,26.0000
Alvear,21,5,8.0000
San Isidro,13,2,8.0000
El Club,13,1,42.0000
Olivos,16,2,10.0000
Arroyo Seco,3,3,183.0000
Garay,4,1,15.0000
Lima,22,7,119.0000
Gral Paz Capital,20,1,68.0000
San Isidro,15,5,23.0000
Amanecer,10,1,74.0000
Florencio Varela,14,3,19.0000
Arroyo Seco,8,5,1090.0000
Arroyo Seco,19,1,776.0000
Arroyo Seco,7,4,731.0000
El Club,7,6,77.0000
Dialogos,10,6,25.0000
Gral Paz Capital,19,1,97.0000
Boulevard,10,2,43.0000
Alvear,12,1,71.0000
San Isidro,3,4,4.0000
Villa Luro,16,2,38.0000
Alvear,10,2,98.0000
El Arco,21,1,20.0000
Florencio Varela,12,4,19.0000
AUBASA LP-BA,11,6,148.0000
Gral Paz Capital,7,2,241.0000
Gral Paz Capital,14,5,25.0000
Lima,4,7,187.0000
Villa Luro,22,3,6.0000
Floresta,5,4,19.0000
Bonpland,21,1,11.0000
Trelles,19,7,12.0000
Villa Luro,18,2,41.0000
AUBASA LP-BA,18,7,283.0000
Alsina,1,1,15.0000
Arroyo Seco,17,2,668.0000
Buen Ayre,15,2,90.0000
Fisherton,17,6,15.0000
Dialogos,8,3,33.0000
Las Heras,7,1,18.0000
CORS Alem,8,2,73.0000
AUBASA BA-LP,0,2,69.0000
Olivos,8,2,27.0000
El Arco,8,1,95.0000
Fisherton,5,4,77.0000
America,16,4,3.0000
OPERADOR LOGISTICO 2,7,5,
Gral Paz Capital,16,1,59.0000
Buen Ayre,1,4,22.0000
Del Tejar,23,5,1.0000
Santa Rita,13,7,10.0000
Ovidio Lagos,8,2,21.0000
Quilmes,6,7,54.0000
Gutierrez,10,1,59.0000
Pilar,9,5,64.0000
Gral Paz Capital,18,3,91.0000
Las Heras,10,4,34.0000
Zarate,7,7,73.0000
El Arco,8,6,103.0000
Zarate,17,7,19.0000
Pilar,11,4,31.0000
Gutierrez,0,5,13.0000
Gral Paz Capital,1,5,23.0000
La Bandera,17,1,12.0000
Floresta,10,6,26.0000
Florencio Varela,10,3,39.0000
Santa Rita,9,6,40.0000
Lima,5,4,239.0000
Trelles,17,5,15.0000
AUBASA LP-BA,6,5,133.0000
Gral Paz Capital,11,3,90.0000
AUBASA LP-BA,21,7,43.0000
Lima,16,1,652.0000
Arroyo Seco,6,5,546.0000
Centenera,12,2,12.0000
Gral Paz Capital,22,6,20.0000
Boulevard,11,2,19.0000
La Bandera,16,1,5.0000
Villa Luro,13,3,25.0000
La Carmela,1,6,9.0000
Zarate,7,2,67.0000
San Isidro,14,3,18.0000
Fisherton,8,4,82.0000
Arroyo Seco,23,1,173.0000
Garay,8,7,36.0000
Florencio Varela,11,1,44.0000
Fisherton,5,7,28.0000
Gutierrez,19,4,26.0000
Bonpland,8,6,80.0000
Garay,9,6,57.0000
Lima,23,3,58.0000
Arroyo Seco,16,4,516.0000
Luis Viale,1,2,16.0000
San Isidro,8,3,62.0000
Arroyo Seco,6,6,632.0000
Lima,15,2,268.0000
Fisherton,10,4,51.0000
AUBASA BA-LP,14,6,128.0000
Amanecer,15,3,17.0000
Boulevard,7,7,38.0000
Zarate,7,4,93.0000
Bulnes,7,6,29.0000
Alsina,16,7,6.0000
Alvear,8,4,68.0000
Congreso,11,4,25.0000
Olivos,7,3,41.0000
Lima,5,6,270.0000
Fisherton,18,6,20.0000
Florencio Varela,17,3,39.0000
El Club,11,5,95.0000
El Club,8,4,58.0000
Dialogos,11,2,28.0000
Congreso,17,7,36.0000
AUBASA LP-BA,8,5,309.0000
Arroyo Seco,17,7,547.0000
AUBASA BA-LP,11,5,240.0000
Ovidio Lagos,3,7,9.0000
America,1,6,13.0000
Quilmes,7,4,52.0000
Gral Paz Provincia,12,6,51.0000
Zarate Brazo Largo,16,7,25.0000
Gutierrez,8,7,98.0000
Alvear,15,1,39.0000
El Club,17,1,102.0000
Gral Paz Capital,4,7,130.0000
Pilar,15,2,27.0000
Arroyo Seco,14,3,180.0000
El Club,8,1,91.0000
Del Tejar,10,1,61.0000
Santa Rita,20,1,5.0000
Congreso,21,3,7.0000
Maipu,18,6,12.0000
AUBASA BA-LP,7,3,229.0000
Alvear,5,3,44.0000
Trelles,9,7,44.0000
America,17,6,12.0000
Fisherton,8,6,75.0000
AUBASA BA-LP,23,1,218.0000
Alvear,5,1,44.0000
San Isidro,19,7,14.0000
Villa Allende,14,7,5.0000
Emilio Castro,16,7,6.0000
Fisherton,1,7,
AUBASA LP-BA,14,5,61.0000
Maipu,13,5,10.0000
Pilar,0,7,10.0000
Gutierrez,16,6,28.0000
Bonpland,14,7,21.0000
Alvear,10,7,115.0000
Villa Luro,15,2,14.0000
Gral Paz Capital,14,2,33.0000
AUBASA LP-BA,17,3,121.0000
Fisherton,13,3,10.0000
Congreso,15,5,8.0000
El Club,21,2,8.0000
Gutierrez,11,3,17.0000
AUBASA BA-LP,11,2,178.0000
El Club,2,7,27.0000
Maipu,15,6,16.0000
Zarate,16,6,13.0000
Lima,19,5,270.0000
Del Tejar,19,6,3.0000
Floresta,18,6,15.0000
Alberdi,12,4,6.0000
Alvear,13,7,34.0000
Gutierrez,7,3,82.0000
El Arco,13,4,2.0000
AUBASA BA-LP,9,3,236.0000
El Arco,12,7,31.0000
AUBASA BA-LP,7,1,335.0000
Alsina,10,3,27.0000
Villa Allende,9,3,70.0000
Arroyo Seco,5,5,301.0000
Lima,8,7,837.0000
La Carmela,7,6,96.0000
AUBASA BA-LP,23,6,66.0000
Emilio Castro,15,1,4.0000
Villa Luro,1,1,46.0000
AUBASA LP-BA,15,2,110.0000
Bonpland,9,7,81.0000
Del Tejar,12,7,39.0000
Gral Paz Provincia,9,1,234.0000
Santa Rita,0,7,10.0000
El Club,16,1,72.0000
Lima,13,1,208.0000
La Bandera,11,4,25.0000
Villa Luro,14,3,19.0000
Del Tejar,2,3,5.0000
Zarate Brazo Largo,20,1,43.0000
Zarate Brazo Largo,9,3,71.0000
Gutierrez,1,2,6.0000
Fisherton,13,4,4.0000
Santa Fe,12,6,8.0000
La Bandera,15,3,7.0000
Florencio Varela,23,1,12.0000
AUBASA BA-LP,17,2,189.0000
Arroyo Seco,19,3,364.0000
Arroyo Seco,18,5,639.0000
Gral Paz Provincia,10,3,157.0000
Maschwitz,10,3,21.0000
La Bandera,16,6,4.0000
Trelles,1,7,8.0000
Olivos,8,1,23.0000
Maipu,23,1,17.0000
America,8,4,52.0000
Quilmes,23,5,9.0000
Buen Ayre,10,4,341.0000
Congreso,8,3,58.0000
Lima,15,1,486.0000
AUBASA LP-BA,12,4,84.0000
Ovidio Lagos,11,5,20.0000
Ovidio Lagos,10,5,30.0000
Floresta,7,4,54.0000
Alsina,13,3,1.0000
Zarate,10,3,35.0000
Alvear,18,6,51.0000
AUBASA BA-LP,18,3,180.0000
Fisherton,9,1,58.0000
Florencio Varela,17,6,33.0000
Luis Viale,11,1,19.0000
AUBASA LP-BA,11,7,170.0000
Arroyo Seco,23,5,118.0000
Las Heras,16,7,16.0000
Fisherton,17,4,22.0000
Buen Ayre,18,7,175.0000
AUBASA BA-LP,6,1,243.0000
Centenera,14,7,6.0000
El Club,15,7,51.0000
Buen Ayre,0,6,35.0000
Buen Ayre,15,5,97.0000
Gral Paz Provincia,23,6,37.0000
El Arco,1,2,16.0000
Congreso,18,5,33.0000
Congreso,23,5,2.0000
El Arco,10,6,79.0000
Las Heras,20,7,2.0000
Lima,0,2,188.0000
Lima,22,6,104.0000
Olivos,10,1,30.0000
Congreso,11,6,12.0000
Gral Paz Capital,4,1,73.0000
Floresta,2,6,
Las Heras,6,1,24.0000
Emilio Castro,14,1,
El Arco,1,5,14.0000
Maipu,16,4,12.0000
Villa Luro,7,1,51.0000
Gutierrez,19,5,28.0000
Maschwitz,6,4,14.0000
Garay,9,4,41.0000
Zarate,1,6,17.0000
Villa Luro,20,2,18.0000
Bonpland,15,6,11.0000
Boulevard,19,3,15.0000
America,16,7,8.0000
Boulevard,16,1,19.0000
Gral Paz Provincia,2,5,32.0000
Rosario Sur,5,6,7.0000
Gral Paz Provincia,21,5,14.0000
Gral Paz Capital,2,2,36.0000
Amanecer,8,3,71.0000
Bonpland,0,1,11.0000
Parque Sarmiento,23,5,1.0000
Bonpland,10,6,54.0000
Trelles,10,5,13.0000
CORS Alem,10,2,67.0000
Santa Rita,13,1,6.0000
Villa Luro,20,4,14.0000
Congreso,10,7,99.0000
Arroyo Seco,23,7,125.0000
Santa Fe,7,4,25.0000
Rivadavia,8,5,12.0000
Parque Sarmiento,13,5,8.0000
Villa Allende,0,1,6.0000
Boulevard,18,3,21.0000
Emilio Castro,15,7,10.0000
El Arco,8,7,104.0000
Del Tejar,22,3,4.0000
Pilar,15,5,6.0000
Pilar,1,5,4.0000
Alvear,19,5,52.0000
America,8,6,49.0000
Floresta,17,2,20.0000
Buen Ayre,4,7,66.0000
Congreso,14,4,4.0000
Santa Rita,6,7,53.0000
Rivadavia,9,5,10.0000
Las Heras,6,3,46.0000
Buen Ayre,0,7,36.0000
Laferrere,7,1,48.0000
Alvear,16,1,52.0000
Zarate,1,1,29.0000
Lima,3,5,87.0000
Zarate Brazo Largo,11,7,88.0000
Quilmes,8,5,69.0000
Del Tejar,19,4,10.0000
Arroyo Seco,2,4,142.0000
Villa Allende,11,3,11.0000
Quilmes,4,1,17.0000
Bulnes,15,6,2.0000
Ovidio Lagos,19,7,9.0000
Florencio Varela,7,7,59.0000
America,1,7,17.0000
Arroyo Seco,3,2,230.0000
Gutierrez,20,6,10.0000
Emilio Castro,18,2,17.0000
Zarate,20,4,10.0000
Santa Rita,10,1,23.0000
Florencio Varela,20,6,4.0000
Gutierrez,3,4,13.0000
La Bandera,9,2,19.0000
CORS Alem,8,6,53.0000
La Carmela,4,2,13.0000
Santa Fe,7,7,32.0000
La Bandera,18,5,15.0000
Dialogos,21,3,4.0000
Arroyo Seco,22,4,72.0000
San Isidro,7,5,52.0000
Bulnes,17,4,12.0000
El Arco,7,7,49.0000
Emilio Castro,2,3,8.0000
Centenera,19,3,17.0000
Alvear,10,4,102.0000
AUBASA LP-BA,3,2,79.0000
Ovidio Lagos,1,2,3.0000
Amanecer,9,4,37.0000
La Bandera,7,7,28.0000
Lima,6,1,356.0000
Luis Viale,2,1,33.0000
Parque Sarmiento,19,2,12.0000
Laferrere,17,7,9.0000
Pilar,20,1,6.0000
Luis Viale,20,5,2.0000
America,16,6,11.0000
Villa Allende,6,4,18.0000
Olivos,0,6,17.0000
Floresta,20,6,4.0000
Luis Viale,8,3,22.0000
Alvear,17,6,66.0000
Buen Ayre,1,2,23.0000
Amanecer,21,4,
Ovidio Lagos,17,5,6.0000
Gral Paz Capital,14,6,22.0000
America,19,2,13.0000
Garay,1,7,6.0000
America,15,5,11.0000
Santa Fe,9,7,44.0000
Amanecer,11,2,24.0000
Amanecer,6,7,32.0000
America,18,2,18.0000
San Isidro,19,5,16.0000
Olivos,20,6,8.0000
Amanecer,10,4,42.0000
Olivos,15,6,7.0000
Del Tejar,10,2,33.0000
Zarate Brazo Largo,20,5,14.0000
OPERADOR LOGISTICO 2,11,5,
Garay,4,6,7.0000
La Bandera,11,2,10.0000
Floresta,11,7,35.0000
Gutierrez,22,2,10.0000
Cabildo,10,4,17.0000
AUBASA LP-BA,19,5,80.0000
Parque Sarmiento,14,3,8.0000
Alvear,22,1,23.0000
Ovidio Lagos,12,4,6.0000
San Isidro,23,1,7.0000
La Carmela,11,5,21.0000
Parque Sarmiento,19,1,24.0000
Gutierrez,22,1,6.0000
Laferrere,7,2,23.0000
Alvear,2,2,11.0000
Quilmes,22,1,7.0000
Emilio Castro,9,5,22.0000
Boulevard,7,2,40.0000
Emilio Castro,1,2,6.0000
Las Heras,6,2,26.0000
Bulnes,17,6,7.0000
Del Tejar,19,1,4.0000
Alvear,11,2,63.0000
San Isidro,17,3,37.0000
Gutierrez,11,4,25.0000
Bonpland,1,6,17.0000
El Arco,11,1,74.0000
AUBASA BA-LP,14,3,72.0000
El Arco,23,4,4.0000
Florencio Varela,19,2,34.0000
Laferrere,7,3,52.0000
Santa Fe,6,7,26.0000
Quilmes,20,2,8.0000
Trelles,22,1,10.0000
Ovidio Lagos,3,2,4.0000
Maipu,20,2,4.0000
Fisherton,5,6,35.0000
Pilar,6,6,23.0000
Santa Rita,3,1,20.0000
Santa Fe,17,2,17.0000
America,23,6,9.0000
Congreso,3,7,30.0000
Del Tejar,10,6,41.0000
CORS Alem,13,6,30.0000
El Club,12,4,32.0000
Garay,1,5,3.0000
Villa Luro,19,1,19.0000
Maipu,0,6,13.0000
Amanecer,18,5,47.0000
Zarate Brazo Largo,23,6,22.0000
Trelles,9,3,31.0000
Olivos,3,4,7.0000
Del Tejar,16,6,21.0000
Las Heras,20,5,
AUBASA BA-LP,19,2,124.0000
Floresta,20,1,9.0000
La Carmela,3,2,12.0000
El Arco,19,7,14.0000
Congreso,6,5,32.0000
Del Tejar,13,7,8.0000
AUBASA BA-LP,4,4,47.0000
Bulnes,18,3,6.0000
AUBASA BA-LP,4,6,87.0000
Bonpland,16,3,24.0000
Del Tejar,11,4,10.0000
OPERADOR LOGISTICO 2,17,3,
Santa Rita,15,1,23.0000
Gutierrez,20,7,11.0000
Luis Viale,18,1,9.0000
Bonpland,4,6,17.0000
El Arco,13,3,12.0000
Laferrere,13,7,4.0000
Los Incas,18,1,14.0000
Santa Fe,7,1,21.0000
Maipu,9,3,6.0000
Del Tejar,10,3,31.0000
Maipu,14,5,2.0000
Congreso,23,1,11.0000
Cabildo,17,7,10.0000
Ovidio Lagos,20,7,2.0000
Santa Fe,16,4,7.0000
Olivos,9,6,27.0000
Amanecer,22,7,6.0000
Bonpland,16,7,29.0000
Emilio Castro,0,4,11.0000
Amanecer,13,1,15.0000
Alsina,12,6,12.0000
Garay,12,6,15.0000
La Carmela,18,7,34.0000
Florencio Varela,2,4,4.0000
Quilmes,21,4,16.0000
Alberdi,19,4,10.0000
Ovidio Lagos,4,1,11.0000
Luis Viale,16,4,9.0000
CORS Alem,7,2,30.0000
Florencio Varela,12,5,11.0000
El Club,20,1,33.0000
Boulevard,13,5,4.0000
Florencio Varela,19,5,35.0000
El Club,0,2,25.0000
La Bandera,18,2,27.0000
Emilio Castro,12,7,7.0000
America,14,1,2.0000
Emilio Castro,2,1,16.0000
Maipu,16,6,13.0000
America,15,3,14.0000
Santa Rita,23,6,2.0000
Santa Rita,13,5,3.0000
Santa Rita,1,4,4.0000
Centenera,22,5,2.0000
Laferrere,0,5,9.0000
Gutierrez,6,7,72.0000
Laferrere,6,2,28.0000
Parque Sarmiento,20,2,4.0000
El Arco,6,5,35.0000
America,14,7,4.0000
Alberdi,19,6,4.0000
Boulevard,5,3,4.0000
Las Heras,19,5,21.0000
Gral Paz Capital,6,6,185.0000
Alsina,12,4,14.0000
Garay,3,7,16.0000
Garay,1,1,11.0000
OPERADOR LOGISTICO 2,15,2,
Luis Viale,7,6,27.0000
Bonpland,19,1,20.0000
OPERADOR LOGISTICO 2,10,3,
Florencio Varela,13,7,3.0000
America,16,3,14.0000
Santa Rita,13,3,6.0000
Trelles,16,6,31.0000
Zarate Brazo Largo,5,3,40.0000
Amanecer,18,3,33.0000
OPERADOR LOGISTICO,22,4,
AUBASA LP-BA,5,5,71.0000
Trelles,10,4,18.0000
Ovidio Lagos,6,2,8.0000
El Arco,14,6,2.0000
Bonpland,2,5,11.0000
Congreso,1,7,11.0000
Del Tejar,0,4,5.0000
Maipu,5,6,14.0000
AUBASA LP-BA,1,2,75.0000
Los Incas,17,3,13.0000
Boulevard,23,5,2.0000
Del Tejar,13,2,9.0000
Garay,21,3,10.0000
Alsina,18,2,23.0000
Santa Fe,11,6,14.0000
Congreso,21,7,
La Carmela,14,7,9.0000
Olivos,21,6,10.0000
Santa Fe,6,4,11.0000
America,15,7,12.0000
Las Heras,18,6,12.0000
Quilmes,13,3,13.0000
Bonpland,0,2,6.0000
Trelles,15,2,6.0000
La Carmela,8,1,113.0000
Garay,21,5,8.0000
Laferrere,14,2,4.0000
Centenera,22,7,
Florencio Varela,14,7,15.0000
Olivos,21,3,6.0000
Cabildo,18,6,13.0000
Las Heras,5,4,14.0000
Olivos,4,7,14.0000
Ovidio Lagos,1,4,4.0000
Dialogos,22,6,12.0000
Las Heras,21,5,6.0000
Bulnes,9,2,15.0000
AUBASA BA-LP,4,7,105.0000
Gral Paz Provincia,3,5,23.0000
Alsina,7,1,16.0000
Laferrere,0,3,6.0000
Alberdi,5,4,9.0000
Villa Allende,21,4,2.0000
Las Heras,4,7,4.0000
El Arco,0,2,24.0000
CORS Alem,14,7,10.0000
Laferrere,13,6,6.0000
Amanecer,3,3,4.0000
Congreso,20,5,4.0000
Amanecer,8,5,83.0000
Rosario Sur,8,1,4.0000
Quilmes,21,7,
Olivos,12,3,6.0000
Gutierrez,4,5,15.0000
Dialogos,21,1,7.0000
America,19,7,7.0000
Alsina,2,5,10.0000
Florencio Varela,4,2,14.0000
Santa Rita,2,7,6.0000
El Arco,20,4,2.0000
Alberdi,1,7,3.0000
Laferrere,16,5,6.0000
Rosario Sur,10,1,8.0000
San Isidro,5,6,16.0000
CORS Alem,14,2,55.0000
Laferrere,18,4,23.0000
Bulnes,13,1,2.0000
Maipu,14,4,6.0000
Olivos,11,1,14.0000
Garay,1,2,9.0000
Centenera,17,7,15.0000
America,20,1,10.0000
Zarate,23,4,14.0000
Laferrere,4,3,19.0000
Los Incas,10,2,22.0000
Del Tejar,14,4,5.0000
Ovidio Lagos,19,5,4.0000
Trelles,16,7,15.0000
Floresta,13,1,
Santa Rita,12,3,7.0000
Luis Viale,23,7,12.0000
Zarate Brazo Largo,0,2,15.0000
Maipu,6,2,5.0000
Buen Ayre,3,6,28.0000
OPERADOR LOGISTICO 2,9,7,
Amanecer,23,1,9.0000
Congreso,22,4,11.0000
Laferrere,21,4,2.0000
Parque Sarmiento,21,4,7.0000
La Bandera,1,1,2.0000
Quilmes,21,1,8.0000
Cabildo,8,1,14.0000
America,3,5,2.0000
Alsina,0,1,8.0000
CORS Alem,15,6,80.0000
Las Heras,14,6,6.0000
Las Heras,21,6,6.0000
Quilmes,2,6,9.0000
Centenera,15,1,4.0000
Zarate Brazo Largo,21,3,16.0000
Laferrere,3,4,2.0000
Las Heras,22,3,
Floresta,19,6,4.0000
Trelles,23,2,4.0000
Pilar,23,4,4.0000
Cabildo,0,4,7.0000
Trelles,15,4,16.0000
Dialogos,2,6,4.0000
Trelles,20,1,
Ovidio Lagos,20,3,4.0000
Floresta,12,4,9.0000
Ovidio Lagos,14,7,3.0000
Maschwitz,8,3,25.0000
Villa Luro,14,1,7.0000
Zarate,12,3,13.0000
Luis Viale,0,6,6.0000
Alsina,13,6,4.0000
Congreso,0,5,5.0000
Maschwitz,22,6,2.0000
CORS Alem,11,2,32.0000
Rosario Sur,16,6,2.0000
Los Incas,3,5,4.0000
Cabildo,4,2,
Parque Sarmiento,3,4,2.0000
Luis Viale,21,4,3.0000
Emilio Castro,16,4,10.0000
Garay,21,1,3.0000
Trelles,4,6,6.0000
AUBASA LP-BA,22,3,24.0000
Rivadavia,9,7,2.0000
OPERADOR LOGISTICO,18,6,
Boulevard,3,6,6.0000
Trelles,13,3,16.0000
America,2,2,
Trelles,11,5,16.0000
Olivos,3,5,4.0000
Floresta,13,6,4.0000
Santa Rita,22,4,3.0000
Los Incas,0,7,4.0000
Bulnes,6,4,12.0000
OPERADOR LOGISTICO 2,9,1,
America,4,6,4.0000
Centenera,4,7,16.0000
Luis Viale,3,2,16.0000
Quilmes,20,3,4.0000
Maipu,15,4,4.0000
La Bandera,2,6,
Maipu,1,4,20.0000
Floresta,4,5,10.0000
Zarate,3,6,4.0000
La Bandera,4,7,
Zarate,1,4,11.0000
Las Heras,21,1,2.0000
Bonpland,21,2,16.0000
Floresta,21,3,6.0000
Cabildo,7,1,10.0000
Luis Viale,23,5,12.0000
Del Tejar,21,2,2.0000
Zarate,10,6,54.0000
Alsina,22,2,6.0000
Villa Allende,5,5,9.0000
Olivos,13,3,2.0000
Boulevard,0,2,6.0000
Cabildo,3,5,
Boulevard,21,6,3.0000
Cabildo,13,7,4.0000
Bonpland,20,2,8.0000
Alberdi,10,4,12.0000
OPERADOR LOGISTICO 2,13,3,
Laferrere,18,3,11.0000
Pilar,2,7,12.0000
Rosario Sur,21,1,4.0000
Maipu,14,7,6.0000
Trelles,3,4,2.0000
Emilio Castro,21,6,1.0000
Rosario Sur,12,2,2.0000
Centenera,0,7,7.0000
Amanecer,5,2,13.0000
Quilmes,3,4,
Parque Sarmiento,4,2,4.0000
OPERADOR LOGISTICO 2,18,2,
Parque Sarmiento,2,7,7.0000
Parque Sarmiento,22,1,7.0000
Gutierrez,0,6,15.0000
Emilio Castro,13,2,8.0000
Cabildo,1,3,2.0000
Las Heras,3,5,7.0000
Parque Sarmiento,1,5,6.0000
Rosario Sur,15,2,4.0000
Maschwitz,15,6,8.0000
Olivos,2,2,4.0000
Pilar,23,2,6.0000
La Bandera,0,5,
Dialogos,3,6,9.0000
Del Tejar,2,4,12.0000
Laferrere,15,1,10.0000
La Bandera,2,2,2.0000
La Bandera,1,2,
Zarate,4,5,5.0000
Alberdi,9,2,7.0000
Rosario Sur,12,6,9.0000
Parque Sarmiento,4,7,12.0000
Parque Sarmiento,3,1,2.0000
Parque Sarmiento,2,4,2.0000
Maschwitz,9,4,21.0000
Boulevard,1,4,4.0000
OPERADOR LOGISTICO,10,6,
Rosario Sur,6,1,7.0000
Alberdi,6,1,10.0000
Los Incas,20,2,4.0000
