estacion,hora,dia_semana,q_cafes_local_mas_1
Zarate,10,5,23.0000
El Arco,3,4,12.0000
Bonpland,11,4,179.0000
El Arco,7,6,183.0000
Boulevard,11,1,199.0000
Laferrere,1,1,20.0000
Gral Paz Capital,13,1,82.0000
Santa Fe,6,5,4.0000
Alvear,16,3,172.0000
Parque Sarmiento,16,1,54.0000
Gral Paz Capital,14,7,95.0000
Buen Ayre,21,6,83.0000
Lima,18,7,799.0000
AUBASA BA-LP,23,4,66.0000
AUBASA BA-LP,19,7,306.0000
Los Incas,8,3,2.0000
Buen Ayre,15,7,424.0000
Gral Paz Capital,20,5,128.0000
Trelles,12,4,30.0000
Olivos,1,1,68.0000
Buen Ayre,4,4,25.0000
Boulevard,9,4,220.0000
Lima,3,4,74.0000
Trelles,10,7,34.0000
AUBASA LP-BA,12,7,155.0000
Amanecer,20,3,20.0000
Villa Allende,5,1,34.0000
Luis Viale,9,5,93.0000
Arroyo Seco,11,5,1029.0000
Boulevard,12,6,82.0000
La Carmela,7,1,81.0000
Buen Ayre,18,3,571.0000
Las Heras,9,6,63.0000
Bonpland,19,6,107.0000
Boulevard,10,7,266.0000
Arroyo Seco,15,6,686.0000
Lima,3,6,68.0000
Fisherton,15,5,163.0000
Del Tejar,23,3,37.0000
Bulnes,9,7,197.0000
Zarate Brazo Largo,19,3,46.0000
Dialogos,7,7,65.0000
Fisherton,0,5,107.0000
Gral Paz Capital,2,3,52.0000
AUBASA LP-BA,12,5,152.0000
Arroyo Seco,17,4,1037.0000
Lima,4,6,126.0000
Villa Allende,8,2,122.0000
Gral Paz Capital,17,6,238.0000
Las Heras,8,7,68.0000
Buen Ayre,20,1,318.0000
Pilar,6,5,34.0000
Gral Paz Provincia,20,5,130.0000
El Club,19,7,251.0000
Arroyo Seco,4,4,163.0000
Villa Luro,4,7,66.0000
Arroyo Seco,4,1,251.0000
Arroyo Seco,15,1,745.0000
AUBASA LP-BA,19,7,387.0000
Del Tejar,16,5,88.0000
America,17,4,123.0000
Arroyo Seco,17,5,891.0000
La Bandera,20,4,44.0000
Congreso,17,3,127.0000
Gral Paz Capital,9,4,429.0000
Gral Paz Capital,16,7,188.0000
Arroyo Seco,15,7,759.0000
Gutierrez,10,3,176.0000
El Arco,7,5,194.0000
El Club,14,3,192.0000
El Arco,0,5,62.0000
AUBASA BA-LP,15,7,237.0000
Gutierrez,8,2,187.0000
Luis Viale,15,7,62.0000
Gral Paz Capital,17,4,275.0000
Gral Paz Provincia,8,1,302.0000
Dialogos,22,5,29.0000
AUBASA LP-BA,15,5,258.0000
El Arco,4,1,57.0000
AUBASA BA-LP,10,5,628.0000
AUBASA BA-LP,2,1,148.0000
Lima,22,3,69.0000
Gral Paz Provincia,18,4,305.0000
Villa Allende,7,4,67.0000
Buen Ayre,9,6,777.0000
Dialogos,9,4,150.0000
El Club,0,5,82.0000
Boulevard,15,2,82.0000
Gral Paz Provincia,5,1,241.0000
Dialogos,14,3,31.0000
Villa Allende,8,4,159.0000
Luis Viale,10,5,169.0000
San Isidro,17,5,154.0000
Santa Rita,17,7,111.0000
Bulnes,20,3,38.0000
La Carmela,7,2,55.0000
Buen Ayre,5,1,214.0000
Fisherton,16,4,211.0000
Arroyo Seco,7,6,1475.0000
Amanecer,12,7,68.0000
AUBASA BA-LP,9,2,579.0000
Florencio Varela,18,3,127.0000
Bonpland,6,3,153.0000
La Carmela,6,2,100.0000
Boulevard,6,2,21.0000
Zarate Brazo Largo,7,6,219.0000
AUBASA BA-LP,1,4,63.0000
Bonpland,12,6,123.0000
Arroyo Seco,18,6,1059.0000
Zarate,6,1,42.0000
Centenera,8,5,83.0000
Congreso,9,5,113.0000
Fisherton,7,5,133.0000
Garay,9,5,157.0000
AUBASA BA-LP,17,4,429.0000
Alvear,23,7,155.0000
Laferrere,23,4,14.0000
San Isidro,0,1,86.0000
Garay,20,6,33.0000
La Bandera,15,7,84.0000
Santa Rita,10,5,178.0000
Gral Paz Provincia,3,1,202.0000
Villa Luro,16,5,202.0000
AUBASA BA-LP,12,2,197.0000
Los Incas,7,4,
La Bandera,5,6,4.0000
Villa Allende,12,1,161.0000
El Arco,7,3,132.0000
Arroyo Seco,1,1,179.0000
Santa Fe,8,5,38.0000
America,9,5,113.0000
Maipu,18,2,79.0000
Alvear,11,5,278.0000
Centenera,20,4,19.0000
AUBASA BA-LP,20,2,56.0000
Florencio Varela,10,6,188.0000
Del Tejar,15,2,73.0000
Zarate,8,7,57.0000
Lima,20,7,223.0000
Alvear,9,5,310.0000
Zarate Brazo Largo,14,3,67.0000
Alsina,11,5,58.0000
Ovidio Lagos,19,1,91.0000
AUBASA BA-LP,18,2,358.0000
America,11,5,114.0000
Buen Ayre,19,4,333.0000
Quilmes,8,7,136.0000
CORS EVENTOS,14,6,
Luis Viale,23,1,36.0000
Emilio Castro,5,6,19.0000
Luis Viale,17,2,96.0000
Florencio Varela,8,2,271.0000
Centenera,13,4,37.0000
Floresta,22,1,21.0000
AUBASA LP-BA,11,3,300.0000
San Isidro,9,7,213.0000
Pilar,8,1,63.0000
Fisherton,15,1,124.0000
Buen Ayre,15,3,450.0000
Dialogos,14,5,49.0000
Olivos,10,6,68.0000
AUBASA BA-LP,18,4,400.0000
Villa Luro,6,7,93.0000
Buen Ayre,0,1,218.0000
Ovidio Lagos,18,1,123.0000
Santa Fe,8,6,34.0000
Del Tejar,9,4,96.0000
Quilmes,11,5,168.0000
Gral Paz Provincia,14,5,140.0000
Fisherton,14,5,152.0000
AUBASA LP-BA,20,3,68.0000
Maschwitz,10,6,
AUBASA BA-LP,5,6,127.0000
El Club,22,7,62.0000
CORS Alem,9,4,
La Carmela,17,2,45.0000
Villa Allende,16,7,63.0000
Santa Fe,8,4,45.0000
Dialogos,0,5,35.0000
Gral Paz Capital,21,5,81.0000
San Isidro,11,1,98.0000
Ovidio Lagos,6,5,29.0000
Zarate Brazo Largo,12,5,63.0000
El Arco,20,7,138.0000
Del Tejar,18,4,94.0000
San Isidro,5,1,44.0000
Alsina,11,2,57.0000
Olivos,6,1,18.0000
La Carmela,18,3,10.0000
Boulevard,18,6,224.0000
Zarate Brazo Largo,16,4,72.0000
Florencio Varela,5,7,123.0000
Santa Rita,23,5,14.0000
AUBASA LP-BA,21,6,52.0000
Garay,19,5,79.0000
Santa Rita,9,3,131.0000
Alvear,18,7,358.0000
Parque Sarmiento,19,5,93.0000
Olivos,18,2,50.0000
Las Heras,17,6,44.0000
Villa Luro,1,7,118.0000
Dialogos,13,4,31.0000
Amanecer,14,5,42.0000
El Club,16,2,318.0000
Las Heras,11,5,72.0000
Alvear,0,2,94.0000
America,16,2,76.0000
Lima,0,4,85.0000
La Carmela,0,1,8.0000
La Bandera,23,6,30.0000
Gral Paz Provincia,13,6,120.0000
AUBASA BA-LP,4,2,133.0000
Quilmes,12,5,73.0000
Centenera,9,4,101.0000
Gral Paz Capital,5,2,66.0000
Garay,7,7,67.0000
Floresta,16,3,30.0000
Las Heras,5,6,27.0000
Fisherton,23,1,147.0000
America,9,6,110.0000
El Arco,7,1,99.0000
Villa Luro,22,7,65.0000
Pilar,18,7,84.0000
Zarate Brazo Largo,10,5,235.0000
El Arco,8,2,294.0000
Fisherton,8,3,296.0000
Boulevard,8,2,126.0000
AUBASA LP-BA,6,3,72.0000
Trelles,17,3,50.0000
Florencio Varela,18,7,136.0000
Congreso,0,6,31.0000
Amanecer,23,2,30.0000
Villa Luro,9,5,153.0000
El Club,23,2,92.0000
Floresta,8,2,46.0000
Alsina,19,6,29.0000
Amanecer,8,4,119.0000
Las Heras,7,4,59.0000
Villa Luro,15,7,120.0000
Boulevard,4,1,28.0000
El Club,13,3,132.0000
Quilmes,15,1,46.0000
Gutierrez,18,2,121.0000
Maipu,12,2,69.0000
Olivos,18,5,84.0000
America,5,1,28.0000
El Club,6,6,90.0000
AUBASA LP-BA,5,6,27.0000
Zarate Brazo Largo,9,2,201.0000
Parque Sarmiento,11,2,110.0000
Zarate,0,6,5.0000
Garay,7,4,80.0000
Santa Rita,8,2,81.0000
Gral Paz Capital,5,5,55.0000
Alvear,0,3,113.0000
Del Tejar,0,7,47.0000
Cabildo,23,2,8.0000
El Club,10,3,272.0000
San Isidro,6,4,54.0000
Luis Viale,15,5,50.0000
Villa Luro,11,2,180.0000
Florencio Varela,7,6,223.0000
Villa Luro,11,6,154.0000
Lima,1,6,105.0000
Boulevard,2,7,14.0000
Trelles,2,7,24.0000
Parque Sarmiento,6,4,49.0000
America,7,2,113.0000
Florencio Varela,18,4,112.0000
Florencio Varela,19,1,104.0000
Alsina,23,1,36.0000
Olivos,4,1,55.0000
AUBASA LP-BA,5,3,39.0000
Bonpland,2,7,85.0000
Dialogos,8,7,107.0000
Parque Sarmiento,21,2,45.0000
Pilar,5,1,43.0000
Villa Luro,6,6,82.0000
Ovidio Lagos,22,4,14.0000
Boulevard,14,1,34.0000
Olivos,2,1,24.0000
Gutierrez,13,6,61.0000
Quilmes,16,2,74.0000
Cabildo,17,3,18.0000
Fisherton,10,3,365.0000
Trelles,21,2,20.0000
Villa Luro,3,6,33.0000
Alsina,6,4,44.0000
Zarate Brazo Largo,22,3,7.0000
Floresta,14,5,17.0000
Cabildo,6,1,10.0000
Zarate Brazo Largo,15,7,54.0000
Santa Fe,8,1,29.0000
Buen Ayre,3,2,15.0000
Zarate Brazo Largo,13,7,53.0000
Centenera,12,4,81.0000
Quilmes,23,7,47.0000
Boulevard,12,7,129.0000
Congreso,16,2,62.0000
Villa Luro,18,5,167.0000
Parque Sarmiento,7,7,101.0000
Zarate Brazo Largo,13,2,42.0000
Boulevard,10,6,235.0000
Villa Luro,5,1,123.0000
El Arco,22,7,38.0000
Garay,12,7,54.0000
Fisherton,15,6,150.0000
Amanecer,15,1,22.0000
Gral Paz Capital,20,3,83.0000
AUBASA LP-BA,0,3,41.0000
Gral Paz Provincia,12,3,157.0000
Villa Luro,0,3,87.0000
Laferrere,0,4,35.0000
America,7,7,67.0000
Zarate Brazo Largo,0,6,2.0000
Centenera,11,7,76.0000
Floresta,9,3,36.0000
Fisherton,2,7,104.0000
Dialogos,18,4,107.0000
Luis Viale,2,7,25.0000
Congreso,1,2,14.0000
Ovidio Lagos,10,3,172.0000
El Arco,5,2,28.0000
San Isidro,4,7,52.0000
America,9,4,90.0000
Quilmes,20,5,56.0000
La Bandera,14,3,82.0000
Boulevard,8,3,102.0000
Santa Fe,10,4,24.0000
Florencio Varela,3,7,67.0000
San Isidro,8,1,59.0000
Amanecer,2,3,15.0000
Laferrere,1,3,9.0000
Floresta,22,7,17.0000
Gral Paz Capital,0,2,114.0000
Zarate Brazo Largo,5,4,16.0000
America,20,4,55.0000
Florencio Varela,12,6,81.0000
Boulevard,20,1,33.0000
Congreso,21,1,16.0000
Pilar,23,6,38.0000
Alsina,9,1,34.0000
Alvear,1,6,81.0000
Alvear,3,2,47.0000
Bonpland,11,6,226.0000
Florencio Varela,12,7,90.0000
Lima,21,3,96.0000
Luis Viale,3,1,49.0000
Quilmes,12,6,74.0000
Gral Paz Provincia,3,4,52.0000
Garay,20,7,30.0000
Luis Viale,0,2,31.0000
Santa Rita,4,1,34.0000
Luis Viale,16,5,61.0000
AUBASA BA-LP,23,2,70.0000
Bonpland,2,1,119.0000
Zarate,17,5,17.0000
Gutierrez,22,5,36.0000
Gutierrez,20,1,56.0000
America,21,2,40.0000
Fisherton,23,3,110.0000
El Arco,13,5,54.0000
Rosario Sur,16,2,
La Carmela,11,6,33.0000
AUBASA LP-BA,23,6,62.0000
Florencio Varela,16,5,96.0000
Floresta,5,1,43.0000
Del Tejar,3,2,6.0000
Pilar,14,1,14.0000
Olivos,3,7,12.0000
Santa Rita,1,5,26.0000
Alsina,21,1,21.0000
Congreso,11,1,70.0000
Las Heras,23,1,12.0000
Gutierrez,4,1,67.0000
Lima,3,1,82.0000
Maipu,11,2,64.0000
Trelles,11,7,39.0000
Ovidio Lagos,5,5,2.0000
OPERADOR LOGISTICO 2,9,2,45126.0000
Congreso,4,2,4.0000
Laferrere,17,1,43.0000
Trelles,20,3,20.0000
Centenera,19,1,23.0000
Olivos,14,7,20.0000
Zarate Brazo Largo,21,6,20.0000
Maipu,7,5,28.0000
Trelles,13,5,16.0000
Santa Rita,22,5,43.0000
AUBASA BA-LP,15,2,206.0000
Pilar,19,3,60.0000
Trelles,4,1,32.0000
Alsina,17,3,27.0000
Gutierrez,14,7,42.0000
Centenera,8,1,54.0000
Dialogos,2,3,14.0000
Congreso,7,3,58.0000
Luis Viale,22,7,25.0000
Alvear,19,4,131.0000
Trelles,19,3,18.0000
Zarate,10,1,16.0000
Trelles,14,6,12.0000
Trelles,8,6,54.0000
Alsina,16,5,69.0000
Villa Luro,5,7,112.0000
OPERADOR LOGISTICO 2,17,4,9621.0000
Ovidio Lagos,21,6,24.0000
Fisherton,22,2,88.0000
Centenera,13,6,43.0000
Pilar,18,2,65.0000
Floresta,19,7,20.0000
CORS Alem,16,2,
Ovidio Lagos,13,4,75.0000
Laferrere,0,2,20.0000
Cabildo,12,4,24.0000
Alsina,14,3,22.0000
Dialogos,15,2,62.0000
La Bandera,12,3,95.0000
Trelles,0,6,10.0000
Floresta,14,3,24.0000
Villa Allende,0,4,6.0000
Garay,21,4,26.0000
Boulevard,15,5,102.0000
Florencio Varela,15,4,61.0000
Pilar,20,5,23.0000
Floresta,3,1,21.0000
Maipu,10,2,117.0000
San Isidro,0,3,19.0000
Del Tejar,1,4,28.0000
America,14,5,44.0000
AUBASA BA-LP,2,6,45.0000
Maschwitz,6,2,
La Bandera,20,6,42.0000
Los Incas,5,1,
Dialogos,0,7,17.0000
Garay,23,7,31.0000
Villa Allende,21,1,27.0000
Los Incas,18,4,
Alsina,3,2,10.0000
La Carmela,12,7,14.0000
Zarate Brazo Largo,4,2,7.0000
Zarate,10,4,35.0000
Los Incas,7,2,
Quilmes,6,5,35.0000
OPERADOR LOGISTICO 2,9,4,29596.0000
Parque Sarmiento,23,6,25.0000
Quilmes,0,2,29.0000
San Isidro,0,7,75.0000
Santa Fe,10,1,23.0000
Florencio Varela,18,5,127.0000
Gral Paz Capital,21,3,62.0000
Amanecer,15,6,57.0000
Emilio Castro,22,6,7.0000
Las Heras,17,2,33.0000
Ovidio Lagos,2,1,96.0000
Maipu,7,2,23.0000
OPERADOR LOGISTICO,15,3,4998.0000
El Club,6,7,48.0000
Zarate Brazo Largo,12,4,71.0000
Amanecer,16,1,55.0000
Laferrere,8,4,73.0000
Villa Luro,21,7,41.0000
Villa Allende,2,7,14.0000
Bonpland,13,4,64.0000
Villa Luro,22,5,64.0000
San Isidro,5,2,35.0000
Gral Paz Provincia,1,3,61.0000
Las Heras,18,2,27.0000
Pilar,1,4,12.0000
CORS EVENTOS,19,7,
Floresta,22,4,10.0000
AUBASA LP-BA,3,5,11.0000
Zarate Brazo Largo,13,6,81.0000
La Bandera,12,7,85.0000
Gutierrez,14,2,58.0000
Dialogos,16,3,168.0000
OPERADOR LOGISTICO 2,13,4,16600.0000
Cabildo,14,1,6.0000
Amanecer,13,4,47.0000
Quilmes,15,2,79.0000
Alsina,8,5,43.0000
AUBASA BA-LP,0,5,84.0000
La Carmela,4,7,25.0000
Pilar,5,5,25.0000
La Bandera,1,7,12.0000
Dialogos,0,4,28.0000
Maipu,21,1,6.0000
La Bandera,14,7,34.0000
Maschwitz,18,5,
Buen Ayre,2,2,42.0000
Santa Rita,1,7,43.0000
Alsina,6,1,42.0000
Cabildo,23,1,15.0000
Congreso,15,6,60.0000
Zarate Brazo Largo,1,4,7.0000
Maipu,16,5,50.0000
Gral Paz Provincia,22,6,79.0000
Zarate Brazo Largo,22,4,28.0000
Florencio Varela,15,5,80.0000
Congreso,15,2,49.0000
Emilio Castro,17,6,41.0000
Boulevard,19,6,78.0000
Laferrere,19,5,24.0000
Maipu,16,2,42.0000
Bulnes,17,2,76.0000
Ovidio Lagos,13,6,78.0000
Congreso,0,2,10.0000
Centenera,5,5,6.0000
Zarate,16,2,10.0000
Las Heras,12,6,24.0000
Pilar,19,1,54.0000
Gral Paz Provincia,4,6,69.0000
Dialogos,14,1,22.0000
OPERADOR LOGISTICO 2,15,4,31246.0000
Floresta,23,7,30.0000
Quilmes,15,7,40.0000
Zarate,2,3,7.0000
El Club,5,6,20.0000
Ovidio Lagos,14,5,68.0000
Centenera,6,7,24.0000
Garay,1,6,15.0000
Luis Viale,7,3,33.0000
Emilio Castro,0,7,16.0000
Emilio Castro,20,3,6.0000
Quilmes,2,4,8.0000
Alsina,20,7,18.0000
Laferrere,12,7,36.0000
Amanecer,23,6,38.0000
La Carmela,22,6,10.0000
Las Heras,17,3,46.0000
Emilio Castro,13,3,6.0000
Zarate,23,7,10.0000
Santa Rita,3,3,13.0000
AUBASA BA-LP,21,3,36.0000
Zarate,23,1,2.0000
Centenera,13,5,52.0000
Del Tejar,21,3,27.0000
Los Incas,19,7,
Trelles,21,3,20.0000
Bonpland,12,1,43.0000
America,1,4,45.0000
Olivos,15,7,40.0000
Floresta,7,5,46.0000
Cabildo,13,3,19.0000
Garay,0,5,21.0000
Congreso,16,6,58.0000
Buen Ayre,3,3,14.0000
Congreso,2,4,
Centenera,14,6,27.0000
El Arco,4,6,18.0000
Las Heras,1,6,7.0000
Garay,20,3,28.0000
Rosario Sur,4,7,
Zarate,5,7,10.0000
Zarate,14,4,28.0000
Zarate,22,2,2.0000
Congreso,19,5,52.0000
Santa Rita,5,5,48.0000
Alberdi,8,2,
Santa Rita,14,2,55.0000
OPERADOR LOGISTICO 2,17,5,12323.0000
Rosario Sur,1,2,
Emilio Castro,23,5,12.0000
Ovidio Lagos,22,6,21.0000
Villa Luro,21,5,32.0000
Laferrere,14,7,8.0000
Rosario Sur,6,2,
Emilio Castro,8,6,26.0000
Amanecer,20,4,22.0000
Las Heras,13,1,8.0000
La Carmela,1,1,26.0000
Maipu,15,2,41.0000
Centenera,21,7,10.0000
Bulnes,21,5,9.0000
Luis Viale,2,5,15.0000
Santa Rita,12,4,54.0000
Cabildo,15,5,15.0000
Amanecer,21,3,24.0000
Las Heras,0,3,7.0000
Boulevard,3,5,15.0000
El Arco,2,5,9.0000
Maschwitz,18,1,
Los Incas,17,2,
Alberdi,9,1,
Los Incas,20,5,
Maschwitz,0,4,2.0000
Quilmes,1,3,15.0000
Pilar,3,4,4.0000
Los Incas,18,7,
Boulevard,5,5,10.0000
Floresta,3,2,4.0000
Floresta,22,6,12.0000
Zarate,1,5,3.0000
CORS Alem,12,5,
Boulevard,2,6,6.0000
Amanecer,4,3,2.0000
Maschwitz,15,5,
Zarate,21,3,4.0000
Garay,4,2,10.0000
Laferrere,19,7,19.0000
Laferrere,3,3,15.0000
Maschwitz,6,5,
Santa Rita,5,7,18.0000
Alsina,8,4,43.0000
La Carmela,23,5,8.0000
CORS Alem,12,3,
Los Incas,18,5,
Centenera,3,1,10.0000
Los Incas,0,5,
Rivadavia,16,4,
Maschwitz,12,6,
Villa Allende,21,7,13.0000
Cabildo,19,4,10.0000
Rosario Sur,22,7,
Rosario Sur,18,6,
Maschwitz,8,5,
Congreso,21,4,11.0000
Alberdi,23,7,
Dialogos,23,5,20.0000
Cabildo,14,7,2.0000
Trelles,23,1,14.0000
La Bandera,5,3,4.0000
Rosario Sur,3,2,
Rosario Sur,1,7,
Centenera,1,3,8.0000
Trelles,3,3,11.0000
Alberdi,8,7,
Bulnes,18,1,13.0000
Los Incas,1,6,
Cabildo,23,5,4.0000
Zarate,12,4,12.0000
America,3,4,2.0000
Congreso,23,4,12.0000
Amanecer,22,2,14.0000
Maipu,3,5,
Zarate Brazo Largo,4,3,4.0000
Alberdi,16,4,
Olivos,20,2,26.0000
Laferrere,13,1,8.0000
San Isidro,4,5,4.0000
CORS EVENTOS,17,5,
Garay,3,4,3.0000
Maschwitz,22,2,
OPERADOR LOGISTICO,8,3,400.0000
OPERADOR LOGISTICO,18,3,3186.0000
Laferrere,13,2,10.0000
Laferrere,2,3,8.0000
Congreso,2,5,5.0000
Zarate,13,7,2.0000
Maschwitz,20,6,
Rosario Sur,19,1,
Los Incas,5,5,
Maipu,4,6,4.0000
Laferrere,14,1,6.0000
America,5,3,6.0000
Boulevard,4,6,6.0000
Rosario Sur,4,1,
Rivadavia,11,2,
Rivadavia,16,2,
Las Heras,2,4,2.0000
Rivadavia,9,4,
Alberdi,14,5,
Alberdi,22,6,
Los Incas,4,2,
Santa Fe,20,6,4.0000
Cabildo,16,7,2.0000
Rosario Sur,17,4,
Cabildo,21,6,
OPERADOR LOGISTICO,17,2,1208.0000
Bulnes,21,2,2.0000
Los Incas,15,2,
Los Incas,23,6,
Rosario Sur,23,7,
Rosario Sur,13,4,
Maschwitz,4,5,
OPERADOR LOGISTICO 2,8,5,126.0000
Santa Fe,14,4,4.0000
Los Incas,13,1,
Alberdi,0,6,
La Bandera,4,3,2.0000
America,22,4,78.0000
Fisherton,16,7,199.0000
Buen Ayre,0,4,96.0000
Centenera,19,5,46.0000
Villa Luro,8,7,207.0000
El Arco,16,6,123.0000
Bulnes,7,5,132.0000
Ovidio Lagos,16,1,99.0000
Gral Paz Capital,9,2,269.0000
Gral Paz Capital,10,1,488.0000
Gral Paz Provincia,14,6,131.0000
El Club,0,1,171.0000
Villa Allende,12,5,136.0000
Ovidio Lagos,13,3,74.0000
Gral Paz Provincia,22,4,60.0000
Alvear,14,7,95.0000
Las Heras,3,4,5.0000
La Carmela,15,7,26.0000
Gral Paz Capital,17,5,281.0000
Arroyo Seco,19,7,584.0000
Pilar,8,4,110.0000
Lima,9,5,1373.0000
Fisherton,6,6,140.0000
Lima,7,1,732.0000
San Isidro,7,7,108.0000
Villa Allende,7,3,61.0000
La Bandera,19,4,159.0000
Santa Rita,12,1,36.0000
Alvear,20,7,109.0000
La Bandera,15,2,120.0000
Fisherton,10,2,410.0000
Alsina,11,7,64.0000
Trelles,19,5,22.0000
Rosario Sur,5,7,
Las Heras,12,7,30.0000
Parque Sarmiento,12,7,43.0000
Zarate Brazo Largo,7,4,143.0000
Las Heras,6,6,54.0000
Congreso,0,3,33.0000
Arroyo Seco,1,5,99.0000
Arroyo Seco,6,2,645.0000
Buen Ayre,21,7,107.0000
CORS EVENTOS,17,3,
Fisherton,21,3,57.0000
AUBASA LP-BA,9,3,308.0000
Alvear,16,6,193.0000
Arroyo Seco,4,5,153.0000
Lima,23,2,79.0000
Luis Viale,4,6,34.0000
Gral Paz Provincia,4,4,62.0000
Alvear,16,7,159.0000
Bonpland,8,2,157.0000
Villa Luro,9,3,155.0000
Parque Sarmiento,16,5,82.0000
Santa Rita,9,7,137.0000
Villa Allende,17,5,120.0000
Del Tejar,8,4,118.0000
AUBASA LP-BA,21,1,98.0000
Alvear,7,4,368.0000
AUBASA LP-BA,14,7,210.0000
Alvear,2,3,71.0000
Villa Allende,8,7,188.0000
Buen Ayre,12,5,282.0000
Lima,14,5,319.0000
Alvear,12,7,125.0000
Parque Sarmiento,11,5,114.0000
San Isidro,3,5,11.0000
Pilar,10,4,151.0000
Boulevard,15,4,103.0000
Fisherton,5,2,39.0000
Amanecer,5,6,3.0000
Alsina,9,6,46.0000
Alvear,8,5,265.0000
Alvear,1,3,46.0000
El Club,9,2,204.0000
Bonpland,6,5,119.0000
Zarate Brazo Largo,15,5,60.0000
Buen Ayre,12,7,371.0000
Pilar,11,5,109.0000
Zarate,9,7,17.0000
Lima,8,2,1128.0000
Villa Allende,19,1,114.0000
El Arco,6,6,76.0000
AUBASA LP-BA,18,1,658.0000
Boulevard,6,5,49.0000
Quilmes,0,3,38.0000
CORS Alem,13,7,
Buen Ayre,21,4,48.0000
Fisherton,20,6,125.0000
Gral Paz Provincia,15,7,171.0000
Arroyo Seco,2,6,121.0000
Del Tejar,16,3,98.0000
Trelles,9,5,48.0000
Del Tejar,19,2,67.0000
Luis Viale,3,7,15.0000
Lima,14,7,344.0000
Fisherton,18,1,344.0000
Villa Allende,9,5,197.0000
Buen Ayre,18,1,928.0000
Lima,4,2,123.0000
Quilmes,9,4,185.0000
AUBASA LP-BA,6,2,40.0000
Alvear,9,2,229.0000
Quilmes,10,4,165.0000
San Isidro,9,5,190.0000
El Arco,20,6,109.0000
Pilar,0,1,45.0000
Parque Sarmiento,10,3,160.0000
Laferrere,7,5,79.0000
Del Tejar,17,6,85.0000
Pilar,17,3,80.0000
AUBASA BA-LP,7,2,447.0000
Alsina,20,3,18.0000
AUBASA BA-LP,13,5,142.0000
Ovidio Lagos,15,5,72.0000
Congreso,12,7,50.0000
Arroyo Seco,22,1,205.0000
Arroyo Seco,18,7,832.0000
Gutierrez,6,3,21.0000
Villa Allende,17,3,152.0000
El Club,20,3,129.0000
Buen Ayre,16,4,459.0000
Luis Viale,13,5,34.0000
Garay,14,2,61.0000
El Club,9,3,279.0000
Gral Paz Capital,18,7,314.0000
Del Tejar,9,3,109.0000
Zarate,16,4,8.0000
Ovidio Lagos,3,3,9.0000
Bonpland,11,3,184.0000
Floresta,17,1,87.0000
Fisherton,18,5,403.0000
Lima,8,5,1236.0000
Parque Sarmiento,15,5,57.0000
Emilio Castro,20,6,15.0000
Gral Paz Provincia,9,3,373.0000
Ovidio Lagos,22,1,36.0000
Fisherton,13,6,146.0000
El Arco,17,5,199.0000
Lima,12,1,464.0000
Lima,17,2,689.0000
Gral Paz Provincia,17,3,272.0000
Zarate Brazo Largo,18,1,120.0000
El Club,7,2,191.0000
Santa Rita,8,7,106.0000
Floresta,5,2,74.0000
Luis Viale,10,7,146.0000
San Isidro,23,7,56.0000
Centenera,17,3,96.0000
Gutierrez,8,3,134.0000
Arroyo Seco,21,1,226.0000
Parque Sarmiento,14,7,10.0000
Santa Rita,12,2,53.0000
Los Incas,11,2,
Alvear,13,3,112.0000
Alsina,16,6,54.0000
Lima,20,4,172.0000
Villa Allende,16,5,102.0000
Gral Paz Capital,18,6,273.0000
Parque Sarmiento,8,3,104.0000
El Club,19,4,225.0000
Florencio Varela,11,6,181.0000
Santa Rita,6,3,64.0000
Florencio Varela,9,5,210.0000
Parque Sarmiento,9,5,120.0000
Amanecer,15,5,69.0000
Gral Paz Capital,19,6,188.0000
La Carmela,13,1,15.0000
Florencio Varela,20,5,29.0000
Gutierrez,13,2,77.0000
Florencio Varela,10,5,190.0000
El Club,17,3,397.0000
Fisherton,15,3,211.0000
Quilmes,9,2,177.0000
Pilar,4,2,13.0000
Fisherton,7,2,113.0000
AUBASA BA-LP,7,5,448.0000
Congreso,13,3,36.0000
AUBASA LP-BA,10,5,436.0000
Santa Rita,2,6,31.0000
El Club,15,3,215.0000
La Bandera,8,5,132.0000
San Isidro,9,4,208.0000
Lima,18,1,981.0000
Arroyo Seco,5,1,351.0000
El Arco,14,7,24.0000
Villa Luro,10,1,227.0000
Maschwitz,19,1,
Gutierrez,14,3,49.0000
Alvear,7,5,318.0000
Gutierrez,9,5,176.0000
Parque Sarmiento,10,4,158.0000
AUBASA BA-LP,1,1,270.0000
Alsina,5,3,13.0000
Buen Ayre,12,6,306.0000
Parque Sarmiento,17,4,113.0000
Bonpland,7,5,138.0000
AUBASA BA-LP,19,6,367.0000
Lima,6,5,557.0000
Luis Viale,4,2,147.0000
Villa Allende,18,2,164.0000
Luis Viale,18,2,82.0000
Olivos,10,2,137.0000
Fisherton,23,7,187.0000
San Isidro,19,3,91.0000
La Carmela,9,1,104.0000
AUBASA BA-LP,19,4,247.0000
AUBASA LP-BA,15,6,202.0000
Alvear,20,3,120.0000
Alsina,10,4,110.0000
Olivos,5,7,12.0000
Buen Ayre,7,1,421.0000
Arroyo Seco,17,6,1027.0000
Maipu,20,3,19.0000
AUBASA BA-LP,16,4,386.0000
El Arco,21,3,41.0000
Villa Allende,20,5,91.0000
Gral Paz Capital,11,7,397.0000
