estacion,hora,dia_semana,q_cafes_llevar_algo,q_cafes_local_algo,q_cafes_llevar_algo_leche,q_cafes_llevar_algo_otros,q_cafes_local_algo_leche,q_cafes_local_algo_otros
Gutierrez,5,3,101.0000,72.0000,49.0000,52.0000,44.0000,28.0000
Arroyo Seco,22,5,215.0000,191.0000,116.0000,99.0000,67.0000,124.0000
Alberdi,21,6,12.0000,,10.0000,2.0000,,
Cabildo,10,1,20.0000,29.0000,9.0000,11.0000,7.0000,22.0000
Trelles,16,2,40.0000,102.0000,24.0000,16.0000,31.0000,71.0000
Las Heras,13,3,25.0000,113.0000,15.0000,10.0000,53.0000,60.0000
Boulevard,6,1,32.0000,79.0000,15.0000,17.0000,41.0000,38.0000
Alsina,0,4,12.0000,34.0000,11.0000,1.0000,9.0000,25.0000
Olivos,14,4,40.0000,99.0000,40.0000,,31.0000,68.0000
Congreso,5,1,42.0000,74.0000,20.0000,22.0000,22.0000,52.0000
El Arco,1,4,24.0000,14.0000,5.0000,19.0000,6.0000,8.0000
Del Tejar,0,5,18.0000,36.0000,8.0000,10.0000,12.0000,24.0000
Emilio Castro,6,1,64.0000,24.0000,34.0000,30.0000,13.0000,11.0000
Las Heras,16,1,30.0000,96.0000,3.0000,27.0000,22.0000,74.0000
Ovidio Lagos,5,3,25.0000,70.0000,4.0000,21.0000,12.0000,58.0000
Rivadavia,14,6,2.0000,,,2.0000,,
Alsina,2,4,12.0000,47.0000,8.0000,4.0000,22.0000,25.0000
Amanecer,4,6,135.0000,39.0000,13.0000,122.0000,9.0000,30.0000
CORS Alem,12,7,53.0000,,30.0000,23.0000,,
Bulnes,3,5,,,,,,
AUBASA LP-BA,9,4,714.0000,705.0000,342.0000,372.0000,281.0000,424.0000
Del Tejar,17,4,51.0000,227.0000,35.0000,16.0000,86.0000,141.0000
Laferrere,19,4,16.0000,44.0000,3.0000,13.0000,22.0000,22.0000
La Bandera,1,5,8.0000,12.0000,5.0000,3.0000,2.0000,10.0000
Zarate,15,5,34.0000,35.0000,17.0000,17.0000,17.0000,18.0000
Zarate,14,6,27.0000,23.0000,14.0000,13.0000,12.0000,11.0000
Del Tejar,15,6,45.0000,232.0000,29.0000,16.0000,93.0000,139.0000
Parque Sarmiento,8,7,149.0000,270.0000,90.0000,59.0000,95.0000,175.0000
Amanecer,8,7,297.0000,302.0000,166.0000,131.0000,148.0000,154.0000
Arroyo Seco,11,7,1039.0000,1462.0000,572.0000,467.0000,633.0000,829.0000
Santa Fe,13,7,15.0000,6.0000,3.0000,12.0000,5.0000,1.0000
Santa Fe,21,7,6.0000,2.0000,2.0000,4.0000,1.0000,1.0000
Laferrere,22,7,7.0000,20.0000,1.0000,6.0000,7.0000,13.0000
Alberdi,19,1,19.0000,,13.0000,6.0000,,
La Carmela,11,2,65.0000,66.0000,41.0000,24.0000,27.0000,39.0000
Gral Paz Capital,15,2,112.0000,237.0000,47.0000,65.0000,46.0000,191.0000
Arroyo Seco,21,2,242.0000,170.0000,104.0000,138.0000,59.0000,111.0000
El Arco,0,3,15.0000,64.0000,5.0000,10.0000,8.0000,56.0000
Gral Paz Provincia,4,3,250.0000,101.0000,113.0000,137.0000,29.0000,72.0000
Villa Luro,7,3,202.0000,406.0000,118.0000,84.0000,174.0000,232.0000
Bonpland,7,4,227.0000,406.0000,100.0000,127.0000,181.0000,225.0000
America,13,4,26.0000,200.0000,14.0000,12.0000,37.0000,163.0000
La Bandera,12,5,32.0000,271.0000,8.0000,24.0000,53.0000,218.0000
Alvear,1,7,66.0000,224.0000,22.0000,44.0000,47.0000,177.0000
Santa Rita,14,7,39.0000,79.0000,19.0000,20.0000,23.0000,56.0000
Centenera,15,7,22.0000,35.0000,10.0000,12.0000,14.0000,21.0000
Villa Allende,22,7,6.0000,22.0000,,6.0000,3.0000,19.0000
Del Tejar,23,7,16.0000,54.0000,14.0000,2.0000,8.0000,46.0000
Ovidio Lagos,21,1,,47.0000,,,6.0000,41.0000
Rivadavia,10,2,3.0000,,1.0000,2.0000,,
Villa Luro,10,3,158.0000,487.0000,76.0000,82.0000,195.0000,292.0000
Los Incas,11,6,79.0000,16.0000,44.0000,35.0000,4.0000,12.0000
La Carmela,13,6,23.0000,29.0000,11.0000,12.0000,5.0000,24.0000
Los Incas,7,7,89.0000,3.0000,60.0000,29.0000,,3.0000
Alvear,2,1,70.0000,324.0000,29.0000,41.0000,102.0000,222.0000
Zarate Brazo Largo,21,2,38.0000,18.0000,20.0000,18.0000,3.0000,15.0000
Parque Sarmiento,3,6,11.0000,9.0000,7.0000,4.0000,3.0000,6.0000
Alsina,14,2,16.0000,87.0000,5.0000,11.0000,14.0000,73.0000
Alvear,2,7,73.0000,228.0000,27.0000,46.0000,44.0000,184.0000
Las Heras,1,2,22.0000,21.0000,6.0000,16.0000,7.0000,14.0000
Alberdi,4,7,6.0000,,3.0000,3.0000,,
Garay,4,4,23.0000,95.0000,11.0000,12.0000,19.0000,76.0000
Del Tejar,2,6,27.0000,58.0000,14.0000,13.0000,26.0000,32.0000
Luis Viale,7,1,37.0000,58.0000,26.0000,11.0000,27.0000,31.0000
Villa Luro,9,4,210.0000,462.0000,110.0000,100.0000,185.0000,277.0000
Maschwitz,5,5,20.0000,,11.0000,9.0000,,
Parque Sarmiento,10,5,119.0000,324.0000,56.0000,63.0000,79.0000,245.0000
Floresta,16,5,46.0000,74.0000,12.0000,34.0000,19.0000,55.0000
La Bandera,21,5,5.0000,39.0000,3.0000,2.0000,6.0000,33.0000
Congreso,5,6,69.0000,30.0000,33.0000,36.0000,10.0000,20.0000
Ovidio Lagos,8,6,71.0000,399.0000,29.0000,42.0000,163.0000,236.0000
Amanecer,11,6,119.0000,227.0000,55.0000,64.0000,52.0000,175.0000
El Arco,13,6,25.0000,100.0000,12.0000,13.0000,25.0000,75.0000
AUBASA LP-BA,14,6,170.0000,206.0000,50.0000,120.0000,54.0000,152.0000
Santa Rita,18,6,40.0000,192.0000,18.0000,22.0000,56.0000,136.0000
Gutierrez,15,7,40.0000,111.0000,12.0000,28.0000,24.0000,87.0000
Bonpland,15,7,35.0000,192.0000,19.0000,16.0000,54.0000,138.0000
Gral Paz Provincia,16,2,157.0000,372.0000,76.0000,81.0000,129.0000,243.0000
Pilar,4,3,58.0000,43.0000,27.0000,31.0000,5.0000,38.0000
Zarate,16,3,25.0000,23.0000,12.0000,13.0000,5.0000,18.0000
Santa Fe,19,3,13.0000,12.0000,3.0000,10.0000,4.0000,8.0000
Luis Viale,20,3,41.0000,78.0000,15.0000,26.0000,17.0000,61.0000
Maschwitz,21,3,10.0000,,4.0000,6.0000,,
Floresta,13,4,33.0000,55.0000,10.0000,23.0000,16.0000,39.0000
El Arco,15,7,29.0000,54.0000,9.0000,20.0000,18.0000,36.0000
AUBASA BA-LP,17,7,311.0000,503.0000,131.0000,180.0000,196.0000,307.0000
El Club,5,2,61.0000,72.0000,36.0000,25.0000,34.0000,38.0000
Zarate,12,2,20.0000,57.0000,10.0000,10.0000,13.0000,44.0000
Ovidio Lagos,17,2,34.0000,227.0000,6.0000,28.0000,21.0000,206.0000
Cabildo,0,3,5.0000,18.0000,4.0000,1.0000,,18.0000
Dialogos,15,3,76.0000,75.0000,69.0000,7.0000,35.0000,40.0000
Luis Viale,17,3,77.0000,273.0000,26.0000,51.0000,68.0000,205.0000
Villa Allende,10,4,94.0000,478.0000,8.0000,86.0000,97.0000,381.0000
Santa Rita,10,4,75.0000,253.0000,27.0000,48.0000,97.0000,156.0000
Arroyo Seco,2,5,241.0000,170.0000,114.0000,127.0000,92.0000,78.0000
Dialogos,0,6,20.0000,31.0000,15.0000,5.0000,13.0000,18.0000
Maipu,6,6,36.0000,97.0000,31.0000,5.0000,52.0000,45.0000
Las Heras,17,7,57.0000,123.0000,18.0000,39.0000,30.0000,93.0000
Trelles,22,7,19.0000,39.0000,10.0000,9.0000,14.0000,25.0000
Olivos,0,2,16.0000,28.0000,14.0000,2.0000,12.0000,16.0000
La Carmela,7,3,209.0000,181.0000,144.0000,65.0000,102.0000,79.0000
Emilio Castro,7,3,205.0000,127.0000,102.0000,103.0000,45.0000,82.0000
Parque Sarmiento,9,7,136.0000,259.0000,84.0000,52.0000,87.0000,172.0000
Gral Paz Capital,0,1,97.0000,249.0000,36.0000,61.0000,73.0000,176.0000
Parque Sarmiento,0,5,13.0000,22.0000,6.0000,7.0000,7.0000,15.0000
Villa Luro,18,6,78.0000,365.0000,36.0000,42.0000,114.0000,251.0000
San Isidro,3,7,31.0000,99.0000,11.0000,20.0000,24.0000,75.0000
Mitre,1,1,,,,,,
El Club,3,1,44.0000,143.0000,17.0000,27.0000,52.0000,91.0000
AUBASA BA-LP,16,1,263.0000,295.0000,67.0000,196.0000,99.0000,196.0000
Quilmes,4,3,13.0000,67.0000,2.0000,11.0000,8.0000,59.0000
Cabildo,6,7,26.0000,30.0000,12.0000,14.0000,14.0000,16.0000
Maipu,3,2,15.0000,11.0000,12.0000,3.0000,5.0000,6.0000
San Isidro,4,2,26.0000,15.0000,22.0000,4.0000,10.0000,5.0000
Ovidio Lagos,18,4,31.0000,215.0000,3.0000,28.0000,22.0000,193.0000
Dialogos,3,5,6.0000,23.0000,1.0000,5.0000,14.0000,9.0000
Cabildo,12,5,25.0000,64.0000,11.0000,14.0000,9.0000,55.0000
AUBASA BA-LP,17,5,510.0000,676.0000,218.0000,292.0000,276.0000,400.0000
Parque Sarmiento,7,6,163.0000,426.0000,84.0000,79.0000,125.0000,301.0000
AUBASA BA-LP,7,6,960.0000,1131.0000,492.0000,468.0000,549.0000,582.0000
Laferrere,9,6,63.0000,163.0000,30.0000,33.0000,65.0000,98.0000
Parque Sarmiento,0,7,9.0000,46.0000,4.0000,5.0000,11.0000,35.0000
America,12,7,34.0000,180.0000,18.0000,16.0000,36.0000,144.0000
Dialogos,11,1,50.0000,121.0000,36.0000,14.0000,53.0000,68.0000
Maipu,14,1,20.0000,32.0000,19.0000,1.0000,13.0000,19.0000
Santa Rita,0,2,12.0000,18.0000,11.0000,1.0000,7.0000,11.0000
La Bandera,13,2,20.0000,171.0000,6.0000,14.0000,47.0000,124.0000
Buen Ayre,13,2,168.0000,343.0000,80.0000,88.0000,80.0000,263.0000
Florencio Varela,15,2,25.0000,128.0000,8.0000,17.0000,53.0000,75.0000
Rivadavia,20,2,,,,,,
Anchorena,12,3,,,,,,
Zarate,13,3,13.0000,24.0000,5.0000,8.0000,10.0000,14.0000
Santa Rita,14,3,31.0000,114.0000,11.0000,20.0000,28.0000,86.0000
Centenera,3,4,11.0000,14.0000,7.0000,4.0000,6.0000,8.0000
Dialogos,11,4,52.0000,168.0000,39.0000,13.0000,97.0000,71.0000
El Club,14,5,82.0000,376.0000,23.0000,59.0000,107.0000,269.0000
Gral Paz Capital,16,5,182.0000,288.0000,75.0000,107.0000,82.0000,206.0000
Gral Paz Provincia,6,6,418.0000,399.0000,267.0000,151.0000,168.0000,231.0000
El Club,19,6,82.0000,448.0000,36.0000,46.0000,177.0000,271.0000
Garay,5,2,69.0000,104.0000,45.0000,24.0000,50.0000,54.0000
Maschwitz,14,4,10.0000,,2.0000,8.0000,,
Quilmes,16,4,26.0000,187.0000,7.0000,19.0000,54.0000,133.0000
AUBASA BA-LP,21,4,63.0000,63.0000,17.0000,46.0000,25.0000,38.0000
Cabildo,8,5,44.0000,57.0000,27.0000,17.0000,10.0000,47.0000
CORS Alem,10,5,267.0000,1.0000,162.0000,105.0000,,1.0000
Alberdi,5,3,24.0000,,13.0000,11.0000,,
Los Incas,15,3,24.0000,,8.0000,16.0000,,
La Carmela,4,5,52.0000,88.0000,30.0000,22.0000,27.0000,61.0000
Quilmes,23,1,13.0000,27.0000,1.0000,12.0000,9.0000,18.0000
Del Tejar,6,3,104.0000,267.0000,69.0000,35.0000,60.0000,207.0000
AUBASA LP-BA,4,4,116.0000,56.0000,50.0000,66.0000,15.0000,41.0000
El Club,4,2,19.0000,37.0000,10.0000,9.0000,9.0000,28.0000
Trelles,6,7,73.0000,99.0000,49.0000,24.0000,31.0000,68.0000
Cabildo,7,4,50.0000,77.0000,30.0000,20.0000,23.0000,54.0000
San Isidro,2,3,17.0000,13.0000,14.0000,3.0000,1.0000,12.0000
Boulevard,1,5,2.0000,8.0000,,2.0000,3.0000,5.0000
Santa Rita,4,2,34.0000,56.0000,26.0000,8.0000,31.0000,25.0000
Los Incas,22,4,3.0000,,1.0000,2.0000,,
Zarate Brazo Largo,2,2,24.0000,7.0000,16.0000,8.0000,2.0000,5.0000
CORS EVENTOS,11,4,3.0000,,,3.0000,,
CORS EVENTOS,16,6,2.0000,,,2.0000,,
CORS Alem,6,2,,,,,,
CASTROL MELI,23,2,,,,,,
OPERADOR LOGISTICO 2,13,2,,3684.0000,,,,3684.0000
CORS EVENTOS,13,3,,,,,,
CASTROL MELI,11,7,,,,,,
Laferrere,5,5,28.0000,40.0000,16.0000,12.0000,21.0000,19.0000
AUBASA BA-LP,18,5,560.0000,622.0000,262.0000,298.0000,243.0000,379.0000
AUBASA LP-BA,6,6,463.0000,129.0000,268.0000,195.0000,63.0000,66.0000
Rivadavia,8,6,8.0000,,5.0000,3.0000,,
La Bandera,8,6,144.0000,429.0000,45.0000,99.0000,170.0000,259.0000
Gral Paz Provincia,19,7,170.0000,320.0000,80.0000,90.0000,111.0000,209.0000
La Carmela,20,7,28.0000,23.0000,14.0000,14.0000,8.0000,15.0000
Arroyo Seco,16,1,1385.0000,1331.0000,718.0000,667.0000,505.0000,826.0000
Del Tejar,16,1,25.0000,112.0000,15.0000,10.0000,38.0000,74.0000
El Arco,9,2,160.0000,463.0000,75.0000,85.0000,162.0000,301.0000
Congreso,9,2,158.0000,304.0000,66.0000,92.0000,89.0000,215.0000
Parque Sarmiento,14,2,37.0000,114.0000,17.0000,20.0000,26.0000,88.0000
Mitre,12,3,,,,,,
El Club,18,3,215.0000,654.0000,103.0000,112.0000,267.0000,387.0000
Pilar,20,3,20.0000,36.0000,15.0000,5.0000,20.0000,16.0000
AUBASA BA-LP,9,4,807.0000,1007.0000,412.0000,395.0000,445.0000,562.0000
Maschwitz,22,4,3.0000,,3.0000,,,
Bulnes,8,5,82.0000,253.0000,22.0000,60.0000,56.0000,197.0000
Parque Sarmiento,2,6,13.0000,52.0000,8.0000,5.0000,15.0000,37.0000
Olivos,12,1,36.0000,76.0000,29.0000,7.0000,39.0000,37.0000
Villa Luro,21,1,16.0000,104.0000,7.0000,9.0000,32.0000,72.0000
Laferrere,11,2,39.0000,90.0000,17.0000,22.0000,40.0000,50.0000
Olivos,14,3,39.0000,90.0000,38.0000,1.0000,35.0000,55.0000
Arroyo Seco,18,3,818.0000,940.0000,450.0000,368.0000,400.0000,540.0000
La Carmela,22,3,10.0000,7.0000,6.0000,4.0000,2.0000,5.0000
Maschwitz,23,3,16.0000,,1.0000,15.0000,,
Floresta,1,4,7.0000,19.0000,3.0000,4.0000,4.0000,15.0000
San Isidro,0,5,15.0000,33.0000,13.0000,2.0000,9.0000,24.0000
Quilmes,22,5,8.0000,52.0000,1.0000,7.0000,15.0000,37.0000
Villa Luro,4,6,39.0000,75.0000,26.0000,13.0000,38.0000,37.0000
Emilio Castro,12,6,29.0000,65.0000,12.0000,17.0000,18.0000,47.0000
Rivadavia,7,3,8.0000,,6.0000,2.0000,,
Santa Fe,11,3,35.0000,37.0000,11.0000,24.0000,7.0000,30.0000
Alvear,13,1,51.0000,163.0000,28.0000,23.0000,36.0000,127.0000
Villa Luro,21,3,10.0000,62.0000,4.0000,6.0000,20.0000,42.0000
Boulevard,22,5,3.0000,2.0000,1.0000,2.0000,1.0000,1.0000
El Arco,4,7,45.0000,49.0000,16.0000,29.0000,19.0000,30.0000
Dialogos,5,7,68.0000,112.0000,37.0000,31.0000,71.0000,41.0000
Florencio Varela,6,2,77.0000,147.0000,44.0000,33.0000,82.0000,65.0000
Las Heras,21,7,8.0000,25.0000,4.0000,4.0000,11.0000,14.0000
Anchorena,3,7,,,,,,
CORS EVENTOS,19,6,78.0000,1.0000,,78.0000,,1.0000
Centenera,7,1,60.0000,74.0000,35.0000,25.0000,21.0000,53.0000
Mitre,23,5,,,,,,
Amanecer,21,5,12.0000,50.0000,5.0000,7.0000,10.0000,40.0000
El Arco,21,5,17.0000,94.0000,6.0000,11.0000,31.0000,63.0000
Maschwitz,23,5,6.0000,,3.0000,3.0000,,
Garay,2,6,21.0000,20.0000,8.0000,13.0000,9.0000,11.0000
Mitre,19,6,,,,,,
Pilar,5,7,120.0000,115.0000,52.0000,68.0000,35.0000,80.0000
Garay,17,7,53.0000,189.0000,22.0000,31.0000,45.0000,144.0000
Amanecer,19,7,42.0000,94.0000,10.0000,32.0000,37.0000,57.0000
Rosario Sur,11,1,11.0000,,4.0000,7.0000,,
Congreso,13,1,35.0000,41.0000,16.0000,19.0000,3.0000,38.0000
Floresta,20,2,16.0000,28.0000,3.0000,13.0000,10.0000,18.0000
El Arco,11,3,93.0000,425.0000,46.0000,47.0000,123.0000,302.0000
Dialogos,6,4,146.0000,141.0000,118.0000,28.0000,91.0000,50.0000
Amanecer,11,4,94.0000,182.0000,39.0000,55.0000,60.0000,122.0000
Las Heras,7,5,122.0000,228.0000,60.0000,62.0000,84.0000,144.0000
Emilio Castro,20,5,16.0000,35.0000,3.0000,13.0000,10.0000,25.0000
America,20,6,17.0000,140.0000,7.0000,10.0000,31.0000,109.0000
Cabildo,23,6,6.0000,9.0000,3.0000,3.0000,4.0000,5.0000
Zarate,8,2,166.0000,100.0000,115.0000,51.0000,39.0000,61.0000
Congreso,13,2,31.0000,92.0000,14.0000,17.0000,21.0000,71.0000
Santa Rita,13,2,14.0000,114.0000,7.0000,7.0000,38.0000,76.0000
Villa Luro,2,5,26.0000,25.0000,12.0000,14.0000,8.0000,17.0000
Emilio Castro,7,5,223.0000,148.0000,106.0000,117.0000,42.0000,106.0000
Las Heras,11,7,51.0000,94.0000,23.0000,28.0000,46.0000,48.0000
Lima,17,7,787.0000,1031.0000,310.0000,477.0000,326.0000,705.0000
San Isidro,22,7,10.0000,41.0000,7.0000,3.0000,6.0000,35.0000
Del Tejar,3,1,27.0000,76.0000,26.0000,1.0000,47.0000,29.0000
Bonpland,10,2,132.0000,480.0000,63.0000,69.0000,162.0000,318.0000
America,17,3,51.0000,262.0000,27.0000,24.0000,62.0000,200.0000
Alvear,5,5,128.0000,309.0000,76.0000,52.0000,126.0000,183.0000
Los Incas,0,2,9.0000,,4.0000,5.0000,,
Anchorena,13,6,,,,,,
Del Tejar,6,1,48.0000,84.0000,33.0000,15.0000,31.0000,53.0000
Gral Paz Provincia,7,2,454.0000,597.0000,260.0000,194.0000,280.0000,317.0000
Boulevard,23,2,12.0000,3.0000,6.0000,6.0000,1.0000,2.0000
Rosario Sur,0,3,4.0000,,1.0000,3.0000,,
Gral Paz Capital,1,3,44.0000,59.0000,20.0000,24.0000,18.0000,41.0000
Santa Fe,22,3,,,,,,
Fisherton,3,1,42.0000,151.0000,14.0000,28.0000,52.0000,99.0000
El Arco,10,4,142.0000,453.0000,66.0000,76.0000,160.0000,293.0000
Zarate,7,5,246.0000,160.0000,157.0000,89.0000,67.0000,93.0000
Bulnes,23,5,,,,,,
Bonpland,13,6,34.0000,227.0000,18.0000,16.0000,58.0000,169.0000
Anchorena,6,7,,,,,,
Laferrere,10,7,58.0000,144.0000,25.0000,33.0000,86.0000,58.0000
Bonpland,11,7,103.0000,349.0000,42.0000,61.0000,127.0000,222.0000
La Carmela,13,7,30.0000,43.0000,21.0000,9.0000,14.0000,29.0000
Rivadavia,9,1,2.0000,,2.0000,,,
El Arco,18,1,78.0000,254.0000,39.0000,39.0000,83.0000,171.0000
Pilar,7,2,174.0000,187.0000,123.0000,51.0000,108.0000,79.0000
Florencio Varela,17,2,53.0000,202.0000,23.0000,30.0000,100.0000,102.0000
Buen Ayre,23,2,44.0000,78.0000,16.0000,28.0000,23.0000,55.0000
La Carmela,0,3,25.0000,12.0000,8.0000,17.0000,5.0000,7.0000
Villa Allende,13,3,13.0000,113.0000,3.0000,10.0000,16.0000,97.0000
Floresta,18,3,66.0000,139.0000,13.0000,53.0000,33.0000,106.0000
Buen Ayre,22,3,47.0000,137.0000,20.0000,27.0000,46.0000,91.0000
Fisherton,2,4,9.0000,20.0000,4.0000,5.0000,9.0000,11.0000
La Bandera,9,4,100.0000,506.0000,43.0000,57.0000,176.0000,330.0000
Trelles,6,5,97.0000,164.0000,49.0000,48.0000,54.0000,110.0000
El Club,14,6,76.0000,283.0000,28.0000,48.0000,58.0000,225.0000
Buen Ayre,5,7,386.0000,173.0000,207.0000,179.0000,92.0000,81.0000
Buen Ayre,11,1,433.0000,735.0000,234.0000,199.0000,324.0000,411.0000
Buen Ayre,21,1,88.0000,189.0000,55.0000,33.0000,71.0000,118.0000
AUBASA BA-LP,21,1,86.0000,126.0000,23.0000,63.0000,39.0000,87.0000
Centenera,17,2,52.0000,159.0000,31.0000,21.0000,29.0000,130.0000
Trelles,9,6,127.0000,170.0000,63.0000,64.0000,52.0000,118.0000
Olivos,18,4,42.0000,252.0000,40.0000,2.0000,105.0000,147.0000
Zarate Brazo Largo,19,6,168.0000,103.0000,67.0000,101.0000,46.0000,57.0000
San Isidro,18,1,41.0000,165.0000,20.0000,21.0000,53.0000,112.0000
Mitre,21,3,,,,,,
Las Heras,1,5,21.0000,17.0000,6.0000,15.0000,6.0000,11.0000
Luis Viale,13,7,31.0000,91.0000,11.0000,20.0000,28.0000,63.0000
Luis Viale,19,7,24.0000,93.0000,10.0000,14.0000,15.0000,78.0000
El Club,17,5,197.0000,738.0000,108.0000,89.0000,256.0000,482.0000
Zarate,2,2,22.0000,7.0000,13.0000,9.0000,3.0000,4.0000
Floresta,4,3,12.0000,32.0000,6.0000,6.0000,9.0000,23.0000
Floresta,8,4,102.0000,136.0000,42.0000,60.0000,70.0000,66.0000
Lima,4,3,227.0000,149.0000,111.0000,116.0000,73.0000,76.0000
Trelles,3,2,8.0000,27.0000,3.0000,5.0000,6.0000,21.0000
CORS Alem,18,4,138.0000,,72.0000,66.0000,,
AUBASA LP-BA,13,4,161.0000,238.0000,58.0000,103.0000,64.0000,174.0000
Zarate,13,4,33.0000,26.0000,11.0000,22.0000,8.0000,18.0000
Anchorena,15,4,,,,,,
Dialogos,15,4,28.0000,75.0000,20.0000,8.0000,43.0000,32.0000
Quilmes,19,4,23.0000,102.0000,4.0000,19.0000,37.0000,65.0000
Olivos,21,4,9.0000,26.0000,9.0000,,17.0000,9.0000
Alvear,12,5,90.0000,400.0000,51.0000,39.0000,108.0000,292.0000
Laferrere,3,6,26.0000,22.0000,8.0000,18.0000,11.0000,11.0000
Olivos,7,6,260.0000,205.0000,109.0000,151.0000,127.0000,78.0000
Florencio Varela,9,6,167.0000,397.0000,117.0000,50.0000,225.0000,172.0000
Zarate,23,6,20.0000,3.0000,7.0000,13.0000,,3.0000
Trelles,5,7,44.0000,55.0000,22.0000,22.0000,18.0000,37.0000
La Carmela,7,7,256.0000,226.0000,155.0000,101.0000,87.0000,139.0000
El Arco,13,7,63.0000,93.0000,15.0000,48.0000,34.0000,59.0000
Los Incas,15,7,15.0000,,5.0000,10.0000,,
Ovidio Lagos,1,1,21.0000,52.0000,1.0000,20.0000,2.0000,50.0000
Mitre,9,1,,,,,,
Santa Rita,7,2,102.0000,177.0000,54.0000,48.0000,91.0000,86.0000
Amanecer,14,2,40.0000,117.0000,20.0000,20.0000,29.0000,88.0000
Cabildo,21,3,12.0000,5.0000,8.0000,4.0000,3.0000,2.0000
Alvear,13,4,48.0000,326.0000,25.0000,23.0000,92.0000,234.0000
Anchorena,18,5,,,,,,
Fisherton,19,5,29.0000,346.0000,10.0000,19.0000,9.0000,337.0000
Bulnes,20,5,4.0000,38.0000,1.0000,3.0000,11.0000,27.0000
Emilio Castro,9,6,130.0000,136.0000,65.0000,65.0000,52.0000,84.0000
America,9,1,67.0000,181.0000,33.0000,34.0000,50.0000,131.0000
Gutierrez,15,2,49.0000,102.0000,25.0000,24.0000,34.0000,68.0000
Anchorena,6,4,,,,,,
La Bandera,17,6,63.0000,429.0000,35.0000,28.0000,97.0000,332.0000
Gral Paz Capital,19,7,170.0000,244.0000,80.0000,90.0000,107.0000,137.0000
Villa Allende,22,2,3.0000,9.0000,,3.0000,1.0000,8.0000
Boulevard,22,3,3.0000,12.0000,1.0000,2.0000,2.0000,10.0000
Laferrere,2,6,13.0000,21.0000,3.0000,10.0000,15.0000,6.0000
Florencio Varela,16,1,14.0000,79.0000,7.0000,7.0000,33.0000,46.0000
Gutierrez,12,3,43.0000,129.0000,20.0000,23.0000,39.0000,90.0000
Boulevard,23,3,5.0000,4.0000,3.0000,2.0000,1.0000,3.0000
El Arco,0,6,21.0000,38.0000,3.0000,18.0000,9.0000,29.0000
Rivadavia,8,2,3.0000,,2.0000,1.0000,,
Del Tejar,14,7,22.0000,95.0000,17.0000,5.0000,26.0000,69.0000
AUBASA BA-LP,0,4,111.0000,147.0000,33.0000,78.0000,41.0000,106.0000
CORS EVENTOS,13,6,2.0000,,,2.0000,,
Boulevard,22,2,5.0000,9.0000,,5.0000,3.0000,6.0000
Dialogos,3,3,14.0000,14.0000,10.0000,4.0000,9.0000,5.0000
Los Incas,0,4,5.0000,,3.0000,2.0000,,
Floresta,2,1,12.0000,51.0000,3.0000,9.0000,13.0000,38.0000
Trelles,4,7,18.0000,41.0000,8.0000,10.0000,6.0000,35.0000
Del Tejar,13,4,23.0000,143.0000,19.0000,4.0000,61.0000,82.0000
AUBASA LP-BA,15,4,215.0000,345.0000,82.0000,133.0000,74.0000,271.0000
Amanecer,10,5,185.0000,307.0000,88.0000,97.0000,120.0000,187.0000
Centenera,18,5,49.0000,75.0000,38.0000,11.0000,22.0000,53.0000
Fisherton,4,6,42.0000,40.0000,18.0000,24.0000,16.0000,24.0000
Arroyo Seco,14,6,640.0000,751.0000,311.0000,329.0000,205.0000,546.0000
Gutierrez,21,6,18.0000,45.0000,9.0000,9.0000,15.0000,30.0000
Trelles,21,6,11.0000,32.0000,4.0000,7.0000,9.0000,23.0000
Alvear,22,6,49.0000,224.0000,18.0000,31.0000,53.0000,171.0000
Congreso,16,7,71.0000,123.0000,23.0000,48.0000,31.0000,92.0000
Fisherton,19,7,30.0000,277.0000,16.0000,14.0000,4.0000,273.0000
Florencio Varela,20,1,26.0000,113.0000,9.0000,17.0000,50.0000,63.0000
Gral Paz Capital,9,3,621.0000,662.0000,373.0000,248.0000,286.0000,376.0000
Gral Paz Provincia,18,3,227.0000,489.0000,128.0000,99.0000,172.0000,317.0000
El Arco,9,4,161.0000,531.0000,93.0000,68.0000,193.0000,338.0000
Bulnes,10,4,41.0000,281.0000,16.0000,25.0000,58.0000,223.0000
Maschwitz,1,6,5.0000,,1.0000,4.0000,,
Bonpland,6,6,115.0000,330.0000,55.0000,60.0000,139.0000,191.0000
Zarate,9,6,152.0000,112.0000,86.0000,66.0000,55.0000,57.0000
Parque Sarmiento,10,7,133.0000,271.0000,59.0000,74.0000,81.0000,190.0000
Floresta,16,7,22.0000,52.0000,3.0000,19.0000,9.0000,43.0000
Villa Luro,17,3,98.0000,439.0000,47.0000,51.0000,156.0000,283.0000
Los Incas,16,2,35.0000,1.0000,20.0000,15.0000,,1.0000
La Carmela,9,3,153.0000,133.0000,82.0000,71.0000,60.0000,73.0000
Parque Sarmiento,1,4,7.0000,18.0000,3.0000,4.0000,2.0000,16.0000
Boulevard,15,7,23.0000,161.0000,5.0000,18.0000,29.0000,132.0000
San Isidro,21,7,9.0000,31.0000,4.0000,5.0000,10.0000,21.0000
Alvear,4,1,69.0000,203.0000,38.0000,31.0000,67.0000,136.0000
Zarate Brazo Largo,5,1,91.0000,55.0000,49.0000,42.0000,14.0000,41.0000
